file	A	B	A_ms	B_ms	first
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2	unknown	unknown	24531	24330	A
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1480_edge_closing_0.smt2	sat	sat	11319	11219	B
QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	unknown	unknown	12220	12220	A
QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3959_terminationG_0.smt2	unknown	unknown	24231	24230	B
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2__p5005_terminationG_0.smt2	unknown	unknown	24329	24331	A
QF_NIA/20170427-VeryMax/ITS/From_T2__polling.t2_fixed__p7335_terminationG_0.smt2	sat	sat	22030	21530	B
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	unknown	unknown	11321	11320	A
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12578_safety_0.smt2	unknown	unknown	24128	24129	B
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16687_safety_0.smt2	unknown	unknown	24129	24129	A
QF_NIA/20170427-VeryMax/ITS/From_T2__sas2.t2__terminationQ_2_0.smt2	unknown	unknown	12119	12019	B
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2__p22227_terminationG_0.smt2	unknown	unknown	12425	12424	A
QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	unknown	unknown	24132	24130	B
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	unknown	unknown	25331	24932	A
QF_NIA/20170427-VeryMax/SAT14/1051.smt2	unknown	unknown	18724	18825	B
QF_NIA/20170427-VeryMax/SAT14/1395.smt2	sat	sat	8517	8517	A
QF_NIA/20170427-VeryMax/SAT14/1854.smt2	sat	sat	8817	9118	B
QF_NIA/20170427-VeryMax/SAT14/571.smt2	sat	sat	10918	10517	A
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/array_3-1-O0.smt2	unknown	unknown	410	410	B
QF_NIA/20220315-MathProblems/STC_0078.smt2	unknown	unknown	24129	24128	A
QF_NIA/20220315-MathProblems/STC_0586.smt2	sat	sat	4314	4213	B
QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	unknown	unknown	1612	1511	A
QF_NIA/AProVE/aproveSMT2449356678853584219.smt2	sat	sat	13921	13922	B
QF_NIA/AProVE/aproveSMT4225308127115953119.smt2	sat	sat	610	610	A
QF_NIA/AProVE/aproveSMT6025886977398171379.smt2	sat	sat	810	810	B
QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unknown	unknown	24229	24130	A
QF_NIA/calypto/problem-002617.cvc.1.smt2	sat	sat	4214	4313	B
