division	file	n_assert	n_quant_assert	sk_top	sk_conj	sk_deep	sk_under_let	sk_needs_function	macro_def	macro_def_distinct	macro_unit	macro_quasi	macro_reject_occurs	macro_reject_coverage	undecided
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_04_05_259_1960786.smt_in.smt2	367	364	0	0	57	0	57	30	11	0	0	0	81	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_03_974_2039882.smt_in.smt2	355	352	1	0	121	0	121	15	5	0	0	0	47	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_53_248_2106236.smt_in.smt2	398	391	0	0	42	0	42	10	10	0	0	3	225	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_06_31_491_2161158.smt_in.smt2	360	339	0	0	48	0	48	8	8	0	1	3	149	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_07_15_208_2222772.smt_in.smt2	351	337	0	0	62	0	60	11	7	0	0	2	84	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	361	328	0	0	66	0	66	10	10	0	0	0	82	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_02_023_2365793.smt_in.smt2	362	343	1	0	92	0	88	10	9	0	0	1	114	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	391	383	0	0	111	0	111	33	30	0	0	1	129	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_10_47_003_2500061.smt_in.smt2	349	334	0	0	118	0	118	7	5	0	0	0	25	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_11_51_397_2586526.smt_in.smt2	367	362	1	0	79	0	78	13	13	0	0	0	102	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_12_42_984_2647208.smt_in.smt2	355	336	0	0	77	0	75	16	9	0	0	0	79	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_14_27_814_2704160.smt_in.smt2	366	351	0	0	80	0	79	12	7	0	0	2	117	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_16_38_492_2773691.smt_in.smt2	351	338	0	0	38	0	38	9	8	0	0	1	172	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_11_407_2828424.smt_in.smt2	362	332	0	0	48	0	48	34	30	0	0	6	90	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_20_02_499_2906170.smt_in.smt2	386	381	0	0	45	0	45	19	19	0	0	0	72	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_23_15_283_1135882.smt_in.smt2	358	349	0	0	70	0	70	15	13	0	0	3	128	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_25_01_009_1227491.smt_in.smt2	384	383	0	0	144	0	144	10	8	0	0	0	87	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	360	343	0	0	100	0	100	15	11	0	2	2	101	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_49_31_231_1150288.smt_in.smt2	243	226	0	0	32	0	32	4	3	0	0	2	52	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_58_732_1021788.smt_in.smt2	254	243	0	0	12	0	12	2	2	0	0	0	173	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_48_12_933_1099247.smt_in.smt2	356	343	0	0	35	0	35	17	8	0	0	0	132	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	333	316	0	0	49	0	49	12	5	0	0	0	76	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_10_583_1232628.smt_in.smt2	361	350	0	0	39	0	39	13	10	0	1	0	208	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_58_676_1284981.smt_in.smt2	233	208	1	0	19	0	18	4	4	0	0	0	38	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_51_47_018_1336429.smt_in.smt2	359	330	0	0	74	0	74	13	10	0	4	0	84	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_46_012_1142719.smt_in.smt2	370	359	0	0	62	0	62	21	21	0	5	4	59	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_51_00_862_1095417.smt_in.smt2	417	399	7	0	93	0	93	31	28	0	0	1	151	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_55_07_530_1265987.smt_in.smt2	355	327	3	0	58	0	58	24	19	0	2	0	112	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/lmirror/x2015_09_10_16_48_05_804_1088878.smt_in.smt2	367	341	0	0	52	0	52	16	15	0	2	3	129	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	356	339	0	0	146	0	146	22	9	0	0	1	38	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/splay_tree_analysis/x2015_09_10_16_56_26_954_1077626.smt_in.smt2	359	344	0	0	109	0	109	12	11	0	0	0	57	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_57_45_684_1164560.smt_in.smt2	455	427	0	0	110	0	110	22	20	0	6	0	202	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_59_31_681_1283677.smt_in.smt2	388	380	0	0	136	0	136	25	23	0	0	0	96	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	359	314	1	0	93	0	91	17	13	0	0	3	138	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_09_717_1045403.smt_in.smt2	358	349	0	0	67	0	67	11	9	0	1	5	62	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_48_16_393_1116135.smt_in.smt2	430	407	2	0	55	0	55	28	26	0	0	0	178	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_03_424_1170927.smt_in.smt2	361	322	2	0	95	0	95	17	17	0	0	2	53	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_56_787_1224974.smt_in.smt2	359	336	3	0	72	0	72	8	8	0	0	0	73	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_50_56_024_1276224.smt_in.smt2	360	352	0	0	59	0	59	14	14	0	0	2	76	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_51_51_841_1328720.smt_in.smt2	360	340	0	0	89	0	89	14	10	0	2	1	137	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_52_38_709_1379263.smt_in.smt2	360	345	3	0	37	0	37	25	18	0	4	0	110	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	361	341	5	0	78	0	78	15	14	0	4	1	97	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_54_32_375_1480522.smt_in.smt2	372	346	0	0	76	0	73	22	17	0	1	0	81	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_55_24_325_1534085.smt_in.smt2	365	356	0	0	52	0	51	18	17	0	4	1	97	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/koenig/x2015_09_10_16_45_05_341_1010900.smt_in.smt2	329	301	0	0	11	0	11	5	5	0	0	5	186	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	380	375	1	0	102	0	102	33	32	0	0	1	113	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	358	348	0	0	86	0	86	18	15	0	2	0	145	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_50_41_894_1052743.smt_in.smt2	359	339	0	0	132	0	132	10	7	0	0	0	102	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_51_42_659_1137578.smt_in.smt2	361	340	0	0	102	0	102	13	11	0	2	0	135	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_32_920_1212907.smt_in.smt2	358	350	0	0	122	0	122	12	9	0	2	0	146	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_53_32_038_1322967.smt_in.smt2	356	348	0	0	94	0	94	8	5	0	2	0	151	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_54_34_841_1436021.smt_in.smt2	313	300	0	0	86	0	86	9	6	0	0	0	144	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_55_27_693_1550802.smt_in.smt2	366	340	0	0	66	0	66	18	18	0	0	0	127	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	358	350	0	0	94	0	94	14	10	0	0	0	171	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_58_30_303_1827001.smt_in.smt2	305	257	0	0	40	0	40	24	15	0	0	0	61	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_12_776_1884727.smt_in.smt2	371	357	0	0	111	0	109	13	10	0	2	0	111	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_46_52_587_993366.smt_in.smt2	365	362	0	0	50	0	50	18	18	0	0	0	121	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	356	345	0	0	34	0	34	15	14	0	4	4	178	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_49_15_141_1153946.smt_in.smt2	356	316	0	0	28	0	28	24	23	0	0	1	146	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/gandl/bird_tree/x2015_09_10_16_54_37_804_1017588.smt_in.smt2	359	353	0	0	49	0	49	8	8	0	0	9	223	0
UF	UF/20170428-Barrett/cdt-cade2015/nada/gandl/cotree/x2015_09_10_16_50_45_438_1077294.smt_in.smt2	357	353	0	0	19	0	19	9	9	0	2	11	255	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	357	346	0	0	67	0	67	9	6	0	0	2	155	1
UF	UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_53_52_641_1189730.smt_in.smt2	416	390	0	0	31	0	31	37	37	0	5	10	277	0
UF	UF/20190906-CLEARSY/0016/00980.smt2	13	0	0	0	0	0	0	0	0	0	0	0	0	0
UF	UF/20201221-induction-by-reflection-schoisswohl/reflectiveInductive/distr-0.smt2	20	20	1	0	1	0	1	2	2	0	0	0	14	1
UF	UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	166	32	0	0	0	0	0	0	0	0	0	0	0	0
UF	UF/grasshopper/instantiated/dl_remove_postcondition_of_dl_remove_50_4.smt2	296	66	0	0	0	0	0	0	0	0	0	0	0	1
UF	UF/grasshopper/instantiated/pull_strands_check_heap_access_77_2.smt2	37	17	0	0	0	0	0	0	0	0	0	0	0	0
UF	UF/grasshopper/instantiated/rec_remove_postcondition_of_rec_remove_20_4.smt2	45	24	0	0	0	0	0	0	0	0	0	0	0	0
UF	UF/grasshopper/instantiated/split_loop_check_heap_access_79_6.smt2	55	25	0	0	0	0	0	0	0	0	0	0	0	0
UF	UF/grasshopper/uninstantiated/dl_copy_invariant_19_2.smt2	50	28	0	0	0	0	0	0	0	0	0	0	1	1
UF	UF/grasshopper/uninstantiated/dl_remove_loop_invariant_35_5.smt2	61	28	0	0	0	0	0	0	0	0	0	0	1	1
UF	UF/grasshopper/uninstantiated/insert_postcondition_of_insert_27_4.smt2	97	32	0	0	0	0	0	0	0	0	0	0	3	1
UF	UF/grasshopper/uninstantiated/rec_remove_check_heap_access_23_4.smt2	32	21	0	0	0	0	0	0	0	0	0	0	1	0
UF	UF/grasshopper/uninstantiated/split_invariant_73_2.smt2	45	24	0	0	0	0	0	0	0	0	0	0	1	0
UF	UF/sledgehammer/Arrow_Order/smtlib.573364.smt2	143	138	0	0	35	0	35	0	0	0	0	0	4	0
UF	UF/sledgehammer/Arrow_Order/smtlib.663965.smt2	499	495	0	0	105	0	105	0	0	0	0	0	1	0
UF	UF/sledgehammer/Arrow_Order/uf.558544.smt2	331	312	2	0	16	0	16	0	0	0	0	0	60	0
UF	UF/sledgehammer/Arrow_Order/uf.616692.smt2	4	3	0	0	5	0	0	0	0	0	0	0	0	0
UF	UF/sledgehammer/Arrow_Order/uf.704291.smt2	474	444	8	0	67	0	66	1	1	0	0	0	85	1
UF	UF/sledgehammer/Arrow_Order/uf.774042.smt2	455	430	2	0	20	0	20	0	0	0	0	0	92	0
UF	UF/sledgehammer/Arrow_Order/uf.813308.smt2	485	447	2	0	27	0	25	0	0	0	0	0	66	0
UF	UF/sledgehammer/Arrow_Order/uf.850780.smt2	513	476	1	0	45	0	41	0	0	0	1	0	83	1
UF	UF/sledgehammer/FFT/uf.573210.smt2	171	165	0	0	2	0	2	0	0	0	0	0	7	1
UF	UF/sledgehammer/FFT/uf.599118.smt2	65	55	0	0	0	0	0	0	0	0	0	0	40	0
UF	UF/sledgehammer/FFT/uf.628947.smt2	115	101	0	0	0	0	0	0	0	0	0	0	28	0
UF	UF/sledgehammer/FFT/uf.652299.smt2	75	66	0	0	0	0	0	0	0	0	0	0	22	0
UF	UF/sledgehammer/FFT/uf.681247.smt2	53	24	0	0	0	0	0	0	0	0	1	0	13	0
UF	UF/sledgehammer/FFT/uf.711424.smt2	209	157	0	0	8	0	8	0	0	0	0	0	39	1
UF	UF/sledgehammer/FFT/uf.734908.smt2	144	134	0	0	0	0	0	0	0	0	0	0	45	1
UF	UF/sledgehammer/FFT/uf.758281.smt2	61	51	0	0	0	0	0	0	0	0	0	0	23	0
UF	UF/sledgehammer/FFT/uf.783324.smt2	494	457	0	0	0	0	0	0	0	0	0	0	149	1
UF	UF/sledgehammer/FFT/uf.807359.smt2	160	156	0	0	16	0	16	0	0	0	0	0	14	1
UF	UF/sledgehammer/FFT/uf.832362.smt2	47	41	0	0	0	0	0	0	0	0	0	0	8	0
UF	UF/sledgehammer/FFT/uf.863296.smt2	311	303	0	0	0	0	0	1	1	0	0	0	97	1
UF	UF/sledgehammer/FFT/uf.888460.smt2	149	122	0	0	0	0	0	0	0	0	0	0	33	1
UF	UF/sledgehammer/FFT/uf.915673.smt2	9	3	0	0	0	0	0	0	0	0	0	0	2	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/smtlib.723818.smt2	104	96	4	0	2	0	0	0	0	0	0	0	7	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1018623.smt2	454	438	2	0	57	0	56	0	0	0	0	0	61	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1065126.smt2	454	427	2	0	12	0	7	0	0	0	0	0	212	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1115480.smt2	328	300	0	0	13	0	13	0	0	0	1	0	103	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	454	412	3	0	12	0	8	0	0	0	0	0	137	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1198393.smt2	256	226	0	0	5	0	5	0	0	0	0	0	57	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1226930.smt2	455	418	0	0	8	0	8	0	0	0	0	0	71	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1260380.smt2	454	404	14	0	27	0	24	0	0	0	0	0	71	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1294868.smt2	454	418	1	0	4	0	1	0	0	0	0	0	97	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1318643.smt2	455	398	0	0	7	0	3	0	0	0	0	0	93	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1344532.smt2	456	440	0	0	28	0	28	0	0	0	0	0	56	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1382574.smt2	456	412	0	0	26	0	23	0	0	0	0	0	116	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1421601.smt2	327	298	0	0	9	0	9	0	0	0	0	0	139	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.558133.smt2	276	225	0	0	0	0	0	0	0	0	0	0	59	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.590503.smt2	448	411	0	0	1	0	0	0	0	0	0	0	146	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.624285.smt2	11	5	0	0	0	0	0	0	0	0	1	0	4	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.658398.smt2	328	302	0	0	6	0	6	0	0	0	1	0	129	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.693739.smt2	411	404	7	0	123	0	122	0	0	0	0	0	23	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.727280.smt2	247	204	0	0	1	0	0	0	0	0	0	0	108	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.758943.smt2	243	220	0	0	2	0	1	0	0	0	0	0	77	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.790950.smt2	452	445	0	0	101	0	101	0	0	0	0	0	38	1
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.828004.smt2	266	255	1	0	22	0	22	0	0	0	0	0	35	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.870785.smt2	426	391	7	0	20	0	19	0	0	0	0	0	69	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.908739.smt2	44	30	3	0	2	0	0	0	0	0	1	0	14	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.937758.smt2	50	31	2	0	2	0	0	0	0	0	0	0	14	0
UF	UF/sledgehammer/Fundamental_Theorem_Algebra/uf.974621.smt2	453	408	0	0	7	0	6	0	0	0	0	0	143	0
UF	UF/sledgehammer/Hoare/smtlib.1116374.smt2	9	5	0	0	1	0	1	0	0	0	0	0	0	0
UF	UF/sledgehammer/Hoare/smtlib.631037.smt2	14	10	0	0	0	0	0	0	0	0	0	0	3	0
UF	UF/sledgehammer/Hoare/uf.1001519.smt2	397	377	0	0	13	0	13	1	1	0	0	0	43	0
UF	UF/sledgehammer/Hoare/uf.1061790.smt2	514	503	0	0	43	0	43	0	0	0	0	0	106	1
UF	UF/sledgehammer/Hoare/uf.1105286.smt2	547	529	0	0	25	0	25	0	0	0	0	0	102	1
UF	UF/sledgehammer/Hoare/uf.1172268.smt2	67	64	0	0	10	0	10	0	0	0	0	0	7	1
UF	UF/sledgehammer/Hoare/uf.575042.smt2	5	3	0	0	1	0	1	0	0	0	0	0	0	0
UF	UF/sledgehammer/Hoare/uf.623138.smt2	312	307	0	0	13	0	13	0	0	0	0	0	82	1
UF	UF/sledgehammer/Hoare/uf.685581.smt2	65	61	0	0	10	0	10	0	0	0	0	0	6	1
UF	UF/sledgehammer/Hoare/uf.733610.smt2	51	48	0	0	8	0	6	0	0	0	0	0	1	1
UF	UF/sledgehammer/Hoare/uf.780982.smt2	75	74	0	0	5	0	3	0	0	0	0	0	14	0
UF	UF/sledgehammer/Hoare/uf.834137.smt2	35	33	1	0	8	0	7	0	0	0	0	0	1	1
UF	UF/sledgehammer/Hoare/uf.899895.smt2	298	290	0	0	40	0	40	0	0	0	0	0	43	1
UF	UF/sledgehammer/Hoare/uf.966336.smt2	27	24	1	0	1	0	1	0	0	0	0	0	8	1
UF	UF/sledgehammer/NS_Shared/smtlib.599737.smt2	181	172	0	0	0	0	0	0	0	0	0	0	31	1
UF	UF/sledgehammer/NS_Shared/smtlib.678332.smt2	17	15	1	0	1	0	0	0	0	0	0	0	0	1
UF	UF/sledgehammer/NS_Shared/smtlib.820464.smt2	91	85	0	0	4	0	4	0	0	0	0	0	9	1
UF	UF/sledgehammer/NS_Shared/uf.573318.smt2	461	450	0	0	34	0	34	0	0	0	0	0	75	1
UF	UF/sledgehammer/NS_Shared/uf.640403.smt2	473	454	4	0	19	0	19	0	0	0	0	0	69	1
UF	UF/sledgehammer/NS_Shared/uf.768897.smt2	468	459	0	0	81	0	81	0	0	0	0	0	87	0
UF	UF/sledgehammer/NS_Shared/uf.828518.smt2	476	447	0	0	32	0	32	0	0	0	0	0	46	1
UF	UF/sledgehammer/QEpres/uf.1001076.smt2	480	459	1	0	48	0	48	0	0	0	0	0	80	0
UF	UF/sledgehammer/QEpres/uf.1050663.smt2	348	339	0	0	24	0	24	0	0	0	0	0	48	0
UF	UF/sledgehammer/QEpres/uf.1089524.smt2	482	460	0	0	48	0	48	0	0	0	0	0	85	0
UF	UF/sledgehammer/QEpres/uf.1132540.smt2	219	200	0	0	9	0	9	0	0	0	0	0	52	1
UF	UF/sledgehammer/QEpres/uf.595470.smt2	166	155	0	0	9	0	9	0	0	0	0	0	51	1
UF	UF/sledgehammer/QEpres/uf.637819.smt2	244	232	0	0	16	0	15	0	0	0	0	0	71	0
UF	UF/sledgehammer/QEpres/uf.678944.smt2	18	13	0	0	0	0	0	0	0	0	0	0	4	0
UF	UF/sledgehammer/QEpres/uf.717452.smt2	16	12	0	0	0	0	0	0	0	0	0	0	1	0
UF	UF/sledgehammer/QEpres/uf.757404.smt2	207	204	1	0	2	0	1	0	0	0	0	0	45	0
UF	UF/sledgehammer/QEpres/uf.787833.smt2	7	4	0	0	0	0	0	0	0	0	0	0	0	0
UF	UF/sledgehammer/QEpres/uf.814223.smt2	98	83	1	0	7	0	5	0	0	0	0	0	6	1
UF	UF/sledgehammer/QEpres/uf.850857.smt2	365	339	1	0	19	0	17	1	1	0	0	0	48	1
UF	UF/sledgehammer/QEpres/uf.883950.smt2	337	312	1	0	48	0	45	0	0	0	0	0	67	1
UF	UF/sledgehammer/QEpres/uf.924249.smt2	458	436	0	0	40	0	40	0	0	0	0	0	86	0
UF	UF/sledgehammer/QEpres/uf.967803.smt2	83	70	0	0	0	0	0	0	0	0	0	0	12	1
UF	UF/sledgehammer/StrongNorm/uf.560863.smt2	477	453	0	0	43	0	43	1	1	0	0	0	106	1
UF	UF/sledgehammer/StrongNorm/uf.599383.smt2	35	31	0	0	6	0	6	0	0	0	0	0	8	1
UF	UF/sledgehammer/StrongNorm/uf.648745.smt2	454	439	0	0	59	0	59	0	0	0	0	0	75	0
UF	UF/sledgehammer/StrongNorm/uf.697927.smt2	366	331	0	0	32	0	32	0	0	0	2	0	65	0
UF	UF/sledgehammer/StrongNorm/uf.745770.smt2	81	68	0	0	3	0	3	0	0	0	0	0	20	1
UF	UF/sledgehammer/StrongNorm/uf.788605.smt2	474	451	0	0	54	0	53	0	0	0	0	0	112	0
