class	reason	detail	body	params
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj_2_!20) (= (S_select (S_store (asField elements_61_40 (array T_javafe_ast_CatchClause)) RES_91_36_91_36 elements_zero) ?brokenObj_2_!20) (S_select (asField elements_61_40 (array T_javafe_ast_CatchClause)) ?brokenObj_2_!20)))	["(asField elements_61_40 (array T_javafe_ast_CatchClause))", "RES_91_36_91_36", "?brokenObj_2_!20", "elements_zero"]
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj_2_!20) (= (S_select (S_store (S_store elements_61_40 RES_91_36_91_36 elements_zero) RES_91_36_91_36 (S_select elements_92_6 RES_91_36_91_36)) ?brokenObj_2_!20) (S_select (S_store elements_61_40 RES_91_36_91_36 elements_zero) ?brokenObj_2_!20)))	["(S_store elements_61_40 RES_91_36_91_36 elements_zero)", "RES_91_36_91_36", "?brokenObj_2_!20", "(S_select elements_92_6 RES_91_36_91_36)"]
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj_2_!20) (= (S_select (S_store (S_store count_67_33 RES_91_36_91_36 0) RES_91_36_91_36 0) ?brokenObj_2_!20) (S_select (S_store count_67_33 RES_91_36_91_36 0) ?brokenObj_2_!20)))	["(S_store count_67_33 RES_91_36_91_36 0)", "RES_91_36_91_36", "?brokenObj_2_!20", "0"]
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj_2_!20) (= (S_select (S_store (asField count_67_33 T_int) RES_91_36_91_36 0) ?brokenObj_2_!20) (S_select (asField count_67_33 T_int) ?brokenObj_2_!20)))	["(asField count_67_33 T_int)", "RES_91_36_91_36", "?brokenObj_2_!20", "0"]
NESTED	unresolved-outer-bound-var		(or (not (>= ?i_62_31!19 0)) (>= (+ ?i_62_31!19 (* (- 1) (S_select count_67_33 ?brokenObj!18))) 0) (not (= (S_select (S_select elems (S_select elements_61_40 ?brokenObj!18)) ?i_62_31!19) null)))	["?i_62_31!19"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj!18 null) (= ?brokenObj!18 objectToBeConstructed) (not (= true_term (is ?brokenObj!18 T_javafe_ast_CatchClauseVec))) (forall ((?i_62_31 Int)) (! (let (((>= ?i_62_31 0) (>= ?i_62_31 0))) (let (((not (>= ?i_62_31 0)) (not (>= ?i_62_31 0)))) (let (((>= (+ ?i_62_31 (* (- 1) (S_select count_67_33 ?brokenObj!18))) 0) (>= (+ ?i_62_31 (* (- 1) (S_select count_67_33 ?brokenObj!18))) 0))) (let (((S_select elements_61_40 ?brokenObj!18) (S_select elements_61_40 ?brokenObj!18))) (let (((S_select elems (S_select elements_61_40 ?brokenObj!18)) (S_select elems (S_select elements_61_40 ?brokenObj!18)))) (let (((S_select (S_select elems (S_select elements_61_40 ?brokenObj!18)) ?i_62_31) (S_select (S_select elems (S_select elements_61_40 ?brokenObj!18)) ?i_62_31))) (let (((not (= (S_select (S_select elems (S_select elements_61_40 ?brokenObj!18)) ?i_62_31) null)) (not (= (S_select (S_select elems (S_select elements_61_40 ?brokenObj!18)) ?i_62_31) null)))) (or (not (= (S_select (S_select elems (S_select elements_61_40 ?brokenObj!18)) ?i_62_31) null)) (>= (+ ?i_62_31 (* (- 1) (S_select count_67_33 ?brokenObj!18))) 0) (not (>= ?i_62_31 0)))))))))) :pattern ((S_select (S_select elems (S_select elements_61_40 ?brokenObj!18)) ?i_62_31)) :qid k!152)))	["?brokenObj!18"]
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj!18) (= (S_select (S_store (S_store count_67_33 RES_91_36_91_36 0) RES_91_36_91_36 0) ?brokenObj!18) (S_select (S_store count_67_33 RES_91_36_91_36 0) ?brokenObj!18)))	["(S_store count_67_33 RES_91_36_91_36 0)", "RES_91_36_91_36", "?brokenObj!18", "0"]
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj!18) (= (S_select (S_store (asField count_67_33 T_int) RES_91_36_91_36 0) ?brokenObj!18) (S_select (asField count_67_33 T_int) ?brokenObj!18)))	["(asField count_67_33 T_int)", "RES_91_36_91_36", "?brokenObj!18", "0"]
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj!18) (= (S_select (S_store (asField elements_61_40 (array T_javafe_ast_CatchClause)) RES_91_36_91_36 elements_zero) ?brokenObj!18) (S_select (asField elements_61_40 (array T_javafe_ast_CatchClause)) ?brokenObj!18)))	["(asField elements_61_40 (array T_javafe_ast_CatchClause))", "RES_91_36_91_36", "?brokenObj!18", "elements_zero"]
NESTED	unresolved-outer-bound-var		(or (= RES_91_36_91_36 ?brokenObj!18) (= (S_select (S_store (S_store elements_61_40 RES_91_36_91_36 elements_zero) RES_91_36_91_36 (S_select elements_92_6 RES_91_36_91_36)) ?brokenObj!18) (S_select (S_store elements_61_40 RES_91_36_91_36 elements_zero) ?brokenObj!18)))	["(S_store elements_61_40 RES_91_36_91_36 elements_zero)", "RES_91_36_91_36", "?brokenObj!18", "(S_select elements_92_6 RES_91_36_91_36)"]
NEVER-MATCHED	trigger-did-not-fire	args present, no rejection evidence in run	(= (S_select (S_store (S_store count_67_33 RES_91_36_91_36 0) RES_91_36_91_36 0) RES_91_36_91_36) 0)	["(S_store count_67_33 RES_91_36_91_36 0)", "RES_91_36_91_36", "0"]
NEVER-MATCHED	trigger-did-not-fire	args present, no rejection evidence in run	(= (S_select (S_store (S_store elements_61_40 RES_91_36_91_36 elements_zero) RES_91_36_91_36 tmp0_new_CatchClause___92_17) RES_91_36_91_36) tmp0_new_CatchClause___92_17)	["(S_store elements_61_40 RES_91_36_91_36 elements_zero)", "RES_91_36_91_36", "tmp0_new_CatchClause___92_17"]
