class	reason	detail	body	params
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(= (= (Is_ this A) Smt.true) (or (= this nullObject) (subtypes (typeof_ this) A)))	["this", "A"]
NESTED	unresolved-outer-bound-var		(or (= (select2 Heap_ ?p_!9 ownerFrame_) PeerGroupPlaceholder_) (= (select2 Heap_ (select2 Heap_ ?p_!9 ownerRef_) localinv_) (BaseClass_ (select2 Heap_ ?p_!9 ownerFrame_))) (not (subtypes (select2 Heap_ (select2 Heap_ ?p_!9 ownerRef_) inv_) (select2 Heap_ ?p_!9 ownerFrame_))) (not (= (IsHeap Heap_) Smt.true)) (not (or (not (= (select2 Heap_ ?p_!9 inv_) (typeof_ ?p_!9))) (not (= (select2 Heap_ ?p_!9 localinv_) (typeof_ ?p_!9))))))	["Heap_", "?p_!9"]
NESTED	unresolved-outer-bound-var		(or (= this ?p_!9) (= (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 inv_) (select2 Heap_ ?p_!9 inv_)))	["Heap_", "this", "inv_", "?p_!9", "inv_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerRef_) (= (select2 (store2 Heap_ (select2 Heap_3_ ?p_!9 ownerRef_) inv_ (BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_))) (select2 Heap_3_ ?p_!9 ownerRef_) ownerRef_) (select2 Heap_ (select2 Heap_3_ ?p_!9 ownerRef_) ownerRef_)))	["Heap_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "inv_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "ownerRef_", "(BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_))"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerRef_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) (select2 Heap_3_ ?p_!9 ownerRef_) exposeVersion_ temp0_0) (select2 Heap_3_ ?p_!9 ownerRef_) ownerRef_) (select2 (store2 Heap_ this inv_ System.Object) (select2 Heap_3_ ?p_!9 ownerRef_) ownerRef_)))	["(store2 Heap_ this inv_ System.Object)", "(select2 Heap_3_ ?p_!9 ownerRef_)", "exposeVersion_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "ownerRef_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerFrame_) (= (select2 (store2 Heap_ (select2 Heap_3_ ?p_!9 ownerRef_) inv_ (BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_))) (select2 Heap_3_ ?p_!9 ownerRef_) ownerFrame_) (select2 Heap_ (select2 Heap_3_ ?p_!9 ownerRef_) ownerFrame_)))	["Heap_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "inv_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "ownerFrame_", "(BaseClass_ (select2 Heap_2_ ?p_!9 ownerFrame_))"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerFrame_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) (select2 Heap_3_ ?p_!9 ownerRef_) exposeVersion_ temp0_0) (select2 Heap_3_ ?p_!9 ownerRef_) ownerFrame_) (select2 (store2 Heap_ this inv_ System.Object) (select2 Heap_3_ ?p_!9 ownerRef_) ownerFrame_)))	["(store2 Heap_ this inv_ System.Object)", "(select2 Heap_3_ ?p_!9 ownerRef_)", "exposeVersion_", "(select2 Heap_3_ ?p_!9 ownerRef_)", "ownerFrame_", "temp0_0"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= stack50000o_0 this) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this ownerFrame_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) this ownerFrame_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "this", "ownerFrame_", "Smt.true"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= stack50000o_0 this) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this ownerRef_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) this ownerRef_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "this", "ownerRef_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ inv_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) ?p_!9 inv_) (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 inv_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "?p_!9", "inv_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= stack50000o_0 ?p_!9) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 inv_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 inv_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "inv_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= ?p_!9 stack50000o_0) (not (= (select2 Heap_2_ ?p_!9 allocated_) Smt.true)) (not (or (not (= (select2 Heap_2_ ?p_!9 inv_) (select2 Heap_3_ ?p_!9 inv_))) (not (= (select2 Heap_2_ ?p_!9 localinv_) (select2 Heap_3_ ?p_!9 localinv_))))))	["?p_!9"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerRef_) (= (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 ownerRef_) (select2 Heap_ ?p_!9 ownerRef_)))	["Heap_", "this", "inv_", "?p_!9", "ownerRef_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerFrame_) (= (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 ownerFrame_) (select2 Heap_ ?p_!9 ownerFrame_)))	["Heap_", "this", "inv_", "?p_!9", "ownerFrame_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerRef_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) ?p_!9 ownerRef_) (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 ownerRef_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "?p_!9", "ownerRef_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= allocated_ ownerFrame_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 ownerFrame_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 ownerFrame_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "ownerFrame_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerFrame_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) ?p_!9 ownerFrame_) (select2 (store2 Heap_ this inv_ System.Object) ?p_!9 ownerFrame_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "?p_!9", "ownerFrame_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= A.bb ownerFrame_) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) ?p_!9 ownerFrame_) (select2 Heap_3_ ?p_!9 ownerFrame_)))	["Heap_3_", "this", "A.bb", "?p_!9", "ownerFrame_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (not (or (not (= (select2 Heap_4_ ?p_!9 ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ ?p_!9 ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= ownerFrame_ ownerRef_) (= ownerFrame_ ownerFrame_))))) (= (select2 Heap_4_ ?p_!9 ownerFrame_) (select2 Heap_5_ ?p_!9 ownerFrame_)))	["?p_!9", "ownerFrame_"]
NESTED	unresolved-outer-bound-var		(or (not (or (not (= (select2 Heap_4_ ?p_!9 ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ ?p_!9 ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= ownerRef_ ownerRef_) (= ownerRef_ ownerFrame_))))) (= (select2 Heap_4_ ?p_!9 ownerRef_) (select2 Heap_5_ ?p_!9 ownerRef_)))	["?p_!9", "ownerRef_"]
NESTED	unresolved-outer-bound-var		(or (= A.bb ownerRef_) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) ?p_!9 ownerRef_) (select2 Heap_3_ ?p_!9 ownerRef_)))	["Heap_3_", "this", "A.bb", "?p_!9", "ownerRef_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (= allocated_ ownerRef_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 ownerRef_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 ownerRef_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "ownerRef_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 ownerRef_) allocated_) Smt.true) (not (= (IsHeap (store2 Heap_0_ this exposeVersion_ temp0_0)) Smt.true)) (not (= (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 allocated_) Smt.true)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "?p_!9", "ownerRef_"]
NESTED	unresolved-outer-bound-var		(or (= stack50000o_0 ?p_!9) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?p_!9 allocated_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!9 allocated_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?p_!9", "allocated_", "Smt.true"]
NESTED	unresolved-outer-bound-var		(or (= ?p_!9 nullObject) (not (= (select2 Heap_2_ ?p_!9 allocated_) Smt.true)) (not (or (not (= (select2 Heap_2_ ?p_!9 ownerRef_) (select2 Heap_3_ ?p_!9 ownerRef_))) (not (= (select2 Heap_2_ ?p_!9 ownerFrame_) (select2 Heap_3_ ?p_!9 ownerFrame_))))))	["?p_!9"]
NESTED	unresolved-outer-bound-var		(or (= ?p_!9 nullObject) (= (select2 Heap_2_ ?p_!9 allocated_) Smt.true) (not (= (select2 Heap_3_ ?p_!9 allocated_) Smt.true)) (not (or (not (= (select2 Heap_3_ ?p_!9 inv_) (typeof_ ?p_!9))) (not (= (select2 Heap_3_ ?p_!9 localinv_) (typeof_ ?p_!9))))))	["?p_!9"]
NESTED	unresolved-outer-bound-var		(or (= A.bb allocated_) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) ?p_!9 allocated_) (select2 Heap_3_ ?p_!9 allocated_)))	["Heap_3_", "this", "A.bb", "?p_!9", "allocated_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (not (or (not (= (select2 Heap_4_ ?p_!9 ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ ?p_!9 ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= allocated_ ownerRef_) (= allocated_ ownerFrame_))))) (= (select2 Heap_4_ ?p_!9 allocated_) (select2 Heap_5_ ?p_!9 allocated_)))	["?p_!9", "allocated_"]
NESTED	unresolved-outer-bound-var		(or (= A.bb inv_) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) ?p_!9 inv_) (select2 Heap_3_ ?p_!9 inv_)))	["Heap_3_", "this", "A.bb", "?p_!9", "inv_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (not (or (not (= (select2 Heap_4_ ?p_!9 ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ ?p_!9 ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= inv_ ownerRef_) (= inv_ ownerFrame_))))) (= (select2 Heap_4_ ?p_!9 inv_) (select2 Heap_5_ ?p_!9 inv_)))	["?p_!9", "inv_"]
NESTED	unresolved-outer-bound-var		(or (= A.bb localinv_) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) ?p_!9 localinv_) (select2 Heap_3_ ?p_!9 localinv_)))	["Heap_3_", "this", "A.bb", "?p_!9", "localinv_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (not (or (not (= (select2 Heap_4_ ?p_!9 ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ ?p_!9 ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= localinv_ ownerRef_) (= localinv_ ownerFrame_))))) (= (select2 Heap_4_ ?p_!9 localinv_) (select2 Heap_5_ ?p_!9 localinv_)))	["?p_!9", "localinv_"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= A.bb inv_) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) this inv_) (select2 Heap_3_ this inv_)))	["Heap_3_", "this", "A.bb", "this", "inv_", "stack50000o_0"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (not (or (not (= (select2 Heap_4_ this ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ this ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= inv_ ownerRef_) (= inv_ ownerFrame_))))) (= (select2 Heap_4_ this inv_) (select2 Heap_5_ this inv_)))	["this", "inv_"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= A.bb localinv_) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) this localinv_) (select2 Heap_3_ this localinv_)))	["Heap_3_", "this", "A.bb", "this", "localinv_", "stack50000o_0"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (not (or (not (= (select2 Heap_4_ this ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ this ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= localinv_ ownerRef_) (= localinv_ ownerFrame_))))) (= (select2 Heap_4_ this localinv_) (select2 Heap_5_ this localinv_)))	["this", "localinv_"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= stack50000o_0 this) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this localinv_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) this localinv_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "this", "localinv_", "Smt.true"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= exposeVersion_ localinv_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) this localinv_) (select2 (store2 Heap_ this inv_ System.Object) this localinv_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "this", "localinv_", "temp0_0"]
NEVER-MATCHED	missing-term	missing=['(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)'] nested_product=False	(or (= inv_ localinv_) (= (select2 (store2 Heap_ this inv_ (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)) this localinv_) (select2 Heap_ this localinv_)))	["Heap_", "this", "inv_", "this", "localinv_", "(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=69257	(or (= this stack50000o_0) (= (select2 (store2 Heap_3_ this A.bb stack50000o_0) stack50000o_0 ownerRef_) (select2 Heap_3_ stack50000o_0 ownerRef_)))	["Heap_3_", "this", "A.bb", "stack50000o_0", "ownerRef_", "stack50000o_0"]
NESTED	unresolved-outer-bound-var		(or (not (or (not (= (select2 Heap_4_ ?o_!10 ownerRef_) (select2 Heap_4_ stack50000o_0 ownerRef_))) (not (= (select2 Heap_4_ ?o_!10 ownerFrame_) (select2 Heap_4_ stack50000o_0 ownerFrame_))) (not (or (= ownerFrame_ ownerRef_) (= ownerFrame_ ownerFrame_))))) (= (select2 Heap_4_ ?o_!10 ownerFrame_) (select2 Heap_5_ ?o_!10 ownerFrame_)))	["?o_!10", "ownerFrame_"]
NESTED	unresolved-outer-bound-var		(or (= inv_ ownerRef_) (= (select2 (store2 Heap_ this inv_ (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)) ?o_!10 ownerRef_) (select2 Heap_ ?o_!10 ownerRef_)))	["Heap_", "this", "inv_", "?o_!10", "ownerRef_", "(select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) this inv_)"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerRef_) (= (select2 (store2 (store2 Heap_ this inv_ System.Object) this exposeVersion_ temp0_0) ?o_!10 ownerRef_) (select2 (store2 Heap_ this inv_ System.Object) ?o_!10 ownerRef_)))	["(store2 Heap_ this inv_ System.Object)", "this", "exposeVersion_", "?o_!10", "ownerRef_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= allocated_ ownerRef_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) stack50000o_0 allocated_ Smt.true) ?o_!10 ownerRef_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?o_!10 ownerRef_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "stack50000o_0", "allocated_", "?o_!10", "ownerRef_", "Smt.true"]
