class	reason	detail	body	params
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= Cell.Value inv_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) this Cell.Value stack0i_1) this inv_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) this inv_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "this", "Cell.Value", "this", "inv_", "stack0i_1"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= exposeVersion_ inv_) (= (select2 (store2 (store2 Heap_ this localinv_ System.Object) this exposeVersion_ temp0_0) this inv_) (select2 (store2 Heap_ this localinv_ System.Object) this inv_)))	["(store2 Heap_ this localinv_ System.Object)", "this", "exposeVersion_", "this", "inv_", "temp0_0"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= localinv_ inv_) (= (select2 (store2 Heap_ this localinv_ System.Object) this inv_) (select2 Heap_ this inv_)))	["Heap_", "this", "localinv_", "this", "inv_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= localinv_ ownerFrame_) (= (select2 (store2 Heap_ (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_) localinv_ System.Object) ?p_!11 ownerFrame_) (select2 Heap_ ?p_!11 ownerFrame_)))	["Heap_", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_)", "localinv_", "?p_!11", "ownerFrame_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerFrame_) (= (select2 (store2 (store2 Heap_ this localinv_ System.Object) (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_) exposeVersion_ temp0_0) ?p_!11 ownerFrame_) (select2 (store2 Heap_ this localinv_ System.Object) ?p_!11 ownerFrame_)))	["(store2 Heap_ this localinv_ System.Object)", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_)", "exposeVersion_", "?p_!11", "ownerFrame_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= Cell.Value ownerFrame_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_) Cell.Value stack0i_1) ?p_!11 ownerFrame_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!11 ownerFrame_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_)", "Cell.Value", "?p_!11", "ownerFrame_", "stack0i_1"]
NESTED	unresolved-outer-bound-var		(or (= localinv_ ownerRef_) (= (select2 (store2 Heap_ (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_) localinv_ System.Object) ?p_!11 ownerRef_) (select2 Heap_ ?p_!11 ownerRef_)))	["Heap_", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_)", "localinv_", "?p_!11", "ownerRef_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerRef_) (= (select2 (store2 (store2 Heap_ this localinv_ System.Object) (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_) exposeVersion_ temp0_0) ?p_!11 ownerRef_) (select2 (store2 Heap_ this localinv_ System.Object) ?p_!11 ownerRef_)))	["(store2 Heap_ this localinv_ System.Object)", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_)", "exposeVersion_", "?p_!11", "ownerRef_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= Cell.Value ownerRef_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_) Cell.Value stack0i_1) ?p_!11 ownerRef_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?p_!11 ownerRef_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?p_!11 ownerRef_)", "Cell.Value", "?p_!11", "ownerRef_", "stack0i_1"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= Cell.Value localinv_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) this Cell.Value stack0i_1) this localinv_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) this localinv_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "this", "Cell.Value", "this", "localinv_", "stack0i_1"]
NESTED	unresolved-outer-bound-var		(or (= localinv_ ownerFrame_) (= (select2 (store2 Heap_ this localinv_ System.Object) ?o_!12 ownerFrame_) (select2 Heap_ ?o_!12 ownerFrame_)))	["Heap_", "this", "localinv_", "?o_!12", "ownerFrame_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerFrame_) (= (select2 (store2 (store2 Heap_ this localinv_ System.Object) this exposeVersion_ temp0_0) ?o_!12 ownerFrame_) (select2 (store2 Heap_ this localinv_ System.Object) ?o_!12 ownerFrame_)))	["(store2 Heap_ this localinv_ System.Object)", "this", "exposeVersion_", "?o_!12", "ownerFrame_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= Cell.Value ownerFrame_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) this Cell.Value (select2 (store2 Heap_1_ this Cell.Value stack0i_1) this Cell.Value)) ?o_!12 ownerFrame_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?o_!12 ownerFrame_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "this", "Cell.Value", "?o_!12", "ownerFrame_", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) this Cell.Value)"]
NESTED	unresolved-outer-bound-var		(or (= localinv_ ownerFrame_) (= (select2 (store2 (store2 Heap_1_ this Cell.Value stack0i_1) this localinv_ (typeof_ this)) ?o_!12 ownerFrame_) (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?o_!12 ownerFrame_)))	["(store2 Heap_1_ this Cell.Value stack0i_1)", "this", "localinv_", "?o_!12", "ownerFrame_", "(typeof_ this)"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= localinv_ Cell.Value) (= (select2 (store2 (store2 Heap_1_ this Cell.Value stack0i_1) this localinv_ (typeof_ this)) this Cell.Value) (select2 (store2 Heap_1_ this Cell.Value stack0i_1) this Cell.Value)))	["(store2 Heap_1_ this Cell.Value stack0i_1)", "this", "localinv_", "this", "Cell.Value", "(typeof_ this)"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= localinv_ Cell.Value) (= (select2 (store2 Heap_ this localinv_ System.Object) this Cell.Value) (select2 Heap_ this Cell.Value)))	["Heap_", "this", "localinv_", "this", "Cell.Value", "System.Object"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= exposeVersion_ Cell.Value) (= (select2 (store2 (store2 Heap_ this localinv_ System.Object) this exposeVersion_ temp0_0) this Cell.Value) (select2 (store2 Heap_ this localinv_ System.Object) this Cell.Value)))	["(store2 Heap_ this localinv_ System.Object)", "this", "exposeVersion_", "this", "Cell.Value", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= localinv_ ownerRef_) (= (select2 (store2 Heap_ this localinv_ System.Object) ?o_!12 ownerRef_) (select2 Heap_ ?o_!12 ownerRef_)))	["Heap_", "this", "localinv_", "?o_!12", "ownerRef_", "System.Object"]
NESTED	unresolved-outer-bound-var		(or (= exposeVersion_ ownerRef_) (= (select2 (store2 (store2 Heap_ this localinv_ System.Object) this exposeVersion_ temp0_0) ?o_!12 ownerRef_) (select2 (store2 Heap_ this localinv_ System.Object) ?o_!12 ownerRef_)))	["(store2 Heap_ this localinv_ System.Object)", "this", "exposeVersion_", "?o_!12", "ownerRef_", "temp0_0"]
NESTED	unresolved-outer-bound-var		(or (= Cell.Value ownerRef_) (= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) this Cell.Value (select2 (store2 Heap_1_ this Cell.Value stack0i_1) this Cell.Value)) ?o_!12 ownerRef_) (select2 (store2 Heap_0_ this exposeVersion_ temp0_0) ?o_!12 ownerRef_)))	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "this", "Cell.Value", "?o_!12", "ownerRef_", "(select2 (store2 Heap_1_ this Cell.Value stack0i_1) this Cell.Value)"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(= (select2 (store2 (store2 Heap_0_ this exposeVersion_ temp0_0) this Cell.Value stack0i_1) this Cell.Value) stack0i_1)	["(store2 Heap_0_ this exposeVersion_ temp0_0)", "this", "Cell.Value", "stack0i_1"]
NESTED	unresolved-outer-bound-var		(or (= localinv_ ownerRef_) (= (select2 (store2 (store2 Heap_1_ this Cell.Value stack0i_1) this localinv_ (typeof_ this)) ?o_!12 ownerRef_) (select2 (store2 Heap_1_ this Cell.Value stack0i_1) ?o_!12 ownerRef_)))	["(store2 Heap_1_ this Cell.Value stack0i_1)", "this", "localinv_", "?o_!12", "ownerRef_", "(typeof_ this)"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= exposeVersion_ localinv_) (= (select2 (store2 (store2 Heap_ this localinv_ System.Object) this exposeVersion_ temp0_0) this localinv_) (select2 (store2 Heap_ this localinv_ System.Object) this localinv_)))	["(store2 Heap_ this localinv_ System.Object)", "this", "exposeVersion_", "this", "localinv_", "temp0_0"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(= (select2 (store2 Heap_ this localinv_ System.Object) this localinv_) System.Object)	["Heap_", "this", "localinv_", "System.Object"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (= this nullObject) (not (= (select2 Heap_ this allocated_) Smt.true)) (not (= (select2 Heap_ this ownerRef_) (select2 Heap_ this ownerRef_))) (not (= (select2 Heap_ this ownerFrame_) (select2 Heap_ this ownerFrame_))) (not (or (not (= (select2 Heap_ this inv_) (typeof_ this))) (not (= (select2 Heap_ this localinv_) (typeof_ this))))))	["this"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(or (not (subtypes (typeof_ this) Cell)) (= (typeof_ this) Cell))	["(typeof_ this)"]
MATCHED-REJECTED	rej_true	core-dominant-rej=rej_true n=90105	(= (= (Is_ this Cell) Smt.true) (or (= this nullObject) (subtypes (typeof_ this) Cell)))	["this", "Cell"]
