class	reason	detail	body	params
NESTED	unresolved-outer-bound-var		(or (= this ?brokenObj_1_!25) (= (select1 (store1 (asField elements_61.39 (array T_javafe.ast.ImportDecl)) this (select1 elements_61.39_1_ this)) ?brokenObj_1_!25) (select1 (asField elements_61.39 (array T_javafe.ast.ImportDecl)) ?brokenObj_1_!25)))	["(asField elements_61.39 (array T_javafe.ast.ImportDecl))", "this", "?brokenObj_1_!25", "(select1 elements_61.39_1_ this)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(= (select1 (store1 (asField owner_4.35.28 T_java.lang.Object) tmp0_new_ImportDecl___231.33 this) tmp0_new_ImportDecl___231.33) this)	["(asField owner_4.35.28 T_java.lang.Object)", "tmp0_new_ImportDecl___231.33", "this"]
NESTED	unresolved-outer-bound-var		(or (= (select1 elements_61.39_1_ this) (select1 elements_61.39_1_ ?brokenObj_3_!24)) (= (select1 (store1 (asField owner_4.35.28 T_java.lang.Object) (select1 elements_61.39_1_ this) this) (select1 elements_61.39_1_ ?brokenObj_3_!24)) (select1 (asField owner_4.35.28 T_java.lang.Object) (select1 elements_61.39_1_ ?brokenObj_3_!24))))	["(asField owner_4.35.28 T_java.lang.Object)", "(select1 elements_61.39_1_ this)", "(select1 elements_61.39_1_ ?brokenObj_3_!24)", "this"]
NESTED	unresolved-outer-bound-var		(or (= this ?brokenObj_3_!24) (= (select1 (store1 (asField elements_61.39 (array T_javafe.ast.ImportDecl)) this (select1 elements_61.39_1_ this)) ?brokenObj_3_!24) (select1 (asField elements_61.39 (array T_javafe.ast.ImportDecl)) ?brokenObj_3_!24)))	["(asField elements_61.39 (array T_javafe.ast.ImportDecl))", "this", "?brokenObj_3_!24", "(select1 elements_61.39_1_ this)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (isAllocated (select1 elements_61.39_1_ this) alloc) (= (select1 owner_4.35.28 tmp0_new_ImportDecl___231.33) null) (not (isAllocated (select1 elements_61.39_1_ this) alloc_1_)))	["(select1 elements_61.39_1_ this)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(= (select1 (store1 (asField elements_61.39 (array T_javafe.ast.ImportDecl)) this tmp0_new_ImportDecl___231.33) this) tmp0_new_ImportDecl___231.33)	["(asField elements_61.39 (array T_javafe.ast.ImportDecl))", "this", "tmp0_new_ImportDecl___231.33"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj_6_!20 null) (not (= Smt.true (is ?brokenObj_6_!20 T_javafe.ast.ImportDeclVec))) (<= (+ (select1 count_67.33 ?brokenObj_6_!20) (* (- 1) (arrayLength (select1 elements_61.39 ?brokenObj_6_!20)))) 0))	["?brokenObj_6_!20"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj_9_!22 null) (= (typeof (select1 elements_61.39 ?brokenObj_9_!22)) (array T_javafe.ast.ImportDecl)) (not (= Smt.true (is ?brokenObj_9_!22 T_javafe.ast.ImportDeclVec))))	["?brokenObj_9_!22"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (isAllocated tmp0_new_ImportDecl___231.33 alloc) (= (select1 owner_4.35.28 tmp0_new_ImportDecl___231.33) null) (not (isAllocated tmp0_new_ImportDecl___231.33 alloc_1_)))	["tmp0_new_ImportDecl___231.33"]
NESTED	unresolved-outer-bound-var		(or (= tmp0_new_ImportDecl___231.33 (select1 elements_61.39 ?brokenObj_8_!19)) (= (select1 (store1 (asField owner_4.35.28 T_java.lang.Object) tmp0_new_ImportDecl___231.33 this) (select1 elements_61.39 ?brokenObj_8_!19)) (select1 (asField owner_4.35.28 T_java.lang.Object) (select1 elements_61.39 ?brokenObj_8_!19))))	["(asField owner_4.35.28 T_java.lang.Object)", "tmp0_new_ImportDecl___231.33", "(select1 elements_61.39 ?brokenObj_8_!19)", "this"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj_8_!19 null) (= (select1 owner_4.35.28 (select1 elements_61.39 ?brokenObj_8_!19)) ?brokenObj_8_!19) (not (= Smt.true (is ?brokenObj_8_!19 T_javafe.ast.ImportDeclVec))))	["?brokenObj_8_!19"]
NESTED	unresolved-outer-bound-var		(or (not (>= ?i_62.31!18 0)) (not (= (select1 (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) ?i_62.31!18) null)) (>= (+ ?i_62.31!18 (* (- 1) (select1 count_67.33 (select1 elements_61.39 this)))) 0))	["?i_62.31!18"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= (select1 elements_61.39 this) null) (not (= Smt.true (is (select1 elements_61.39 this) T_javafe.ast.ImportDeclVec))) (forall ((?i_62.31 Int)) (! (let (((>= ?i_62.31 0) (>= ?i_62.31 0))) (let (((not (>= ?i_62.31 0)) (not (>= ?i_62.31 0)))) (let (((select1 elements_61.39 this) (select1 elements_61.39 this))) (let (((select1 count_67.33 (select1 elements_61.39 this)) (select1 count_67.33 (select1 elements_61.39 this)))) (let (((* (- 1) (select1 count_67.33 (select1 elements_61.39 this))) (* (- 1) (select1 count_67.33 (select1 elements_61.39 this))))) (let (((>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 (select1 elements_61.39 this)))) 0) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 (select1 elements_61.39 this)))) 0))) (let (((select1 elements_61.39 (select1 elements_61.39 this)) (select1 elements_61.39 (select1 elements_61.39 this)))) (let (((select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))))) (let (((select1 (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) ?i_62.31) (select1 (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) ?i_62.31))) (let (((not (= (select1 (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) ?i_62.31) null)) (not (= (select1 (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) ?i_62.31) null)))) (or (not (= (select1 (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) ?i_62.31) null)) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 (select1 elements_61.39 this)))) 0) (not (>= ?i_62.31 0))))))))))))) :pattern ((select1 (select1 elems (select1 elements_61.39 (select1 elements_61.39 this))) ?i_62.31)) :qid k!320)))	["(select1 elements_61.39 this)"]
NESTED	unresolved-outer-bound-var		(or (not (>= ?i_62.31!18 0)) (>= (+ ?i_62.31!18 (* (- 1) (select1 count_67.33 tmp0_new_ImportDecl___231.33))) 0) (not (= (select1 (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) ?i_62.31!18) null)))	["?i_62.31!18"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= tmp0_new_ImportDecl___231.33 null) (not (= Smt.true (is tmp0_new_ImportDecl___231.33 T_javafe.ast.ImportDeclVec))) (forall ((?i_62.31 Int)) (! (let (((>= ?i_62.31 0) (>= ?i_62.31 0))) (let (((not (>= ?i_62.31 0)) (not (>= ?i_62.31 0)))) (let (((>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 tmp0_new_ImportDecl___231.33))) 0) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 tmp0_new_ImportDecl___231.33))) 0))) (let (((select1 elements_61.39 tmp0_new_ImportDecl___231.33) (select1 elements_61.39 tmp0_new_ImportDecl___231.33))) (let (((select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)))) (let (((select1 (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) ?i_62.31) (select1 (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) ?i_62.31))) (let (((not (= (select1 (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) ?i_62.31) null)) (not (= (select1 (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) ?i_62.31) null)))) (or (not (= (select1 (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) ?i_62.31) null)) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 tmp0_new_ImportDecl___231.33))) 0) (not (>= ?i_62.31 0)))))))))) :pattern ((select1 (select1 elems (select1 elements_61.39 tmp0_new_ImportDecl___231.33)) ?i_62.31)) :qid k!320)))	["tmp0_new_ImportDecl___231.33"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= tmp0_new_ImportDecl___231.33 null) (not (= Smt.true (is tmp0_new_ImportDecl___231.33 T_javafe.ast.ImportDeclVec))) (>= (select1 count_67.33 tmp0_new_ImportDecl___231.33) 0))	["tmp0_new_ImportDecl___231.33"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= (select1 elements_61.39 this) null) (not (= Smt.true (is (select1 elements_61.39 this) T_javafe.ast.ImportDeclVec))) (>= (select1 count_67.33 (select1 elements_61.39 this)) 0))	["(select1 elements_61.39 this)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= this null) (not (= (select1 elements_61.39 this) null)))	["this"]
NESTED	unresolved-outer-bound-var		(or (= this ?brokenObj!26) (= (select1 (store1 count_67.33 this (select1 count_238.13 this)) ?brokenObj!26) (select1 count_67.33 ?brokenObj!26)))	["count_67.33", "this", "?brokenObj!26", "(select1 count_238.13 this)"]
NESTED	unresolved-outer-bound-var		(or (not (>= ?i_62.31!27 0)) (>= (+ ?i_62.31!27 (* (- 1) (select1 count_67.33 ?brokenObj!26))) 0) (not (= (select1 (select1 elems (select1 elements_61.39 ?brokenObj!26)) ?i_62.31!27) null)))	["?i_62.31!27"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj!26 null) (not (= Smt.true (is ?brokenObj!26 T_javafe.ast.ImportDeclVec))) (forall ((?i_62.31 Int)) (! (let (((>= ?i_62.31 0) (>= ?i_62.31 0))) (let (((not (>= ?i_62.31 0)) (not (>= ?i_62.31 0)))) (let (((>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 ?brokenObj!26))) 0) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 ?brokenObj!26))) 0))) (let (((select1 elements_61.39 ?brokenObj!26) (select1 elements_61.39 ?brokenObj!26))) (let (((select1 elems (select1 elements_61.39 ?brokenObj!26)) (select1 elems (select1 elements_61.39 ?brokenObj!26)))) (let (((select1 (select1 elems (select1 elements_61.39 ?brokenObj!26)) ?i_62.31) (select1 (select1 elems (select1 elements_61.39 ?brokenObj!26)) ?i_62.31))) (let (((not (= (select1 (select1 elems (select1 elements_61.39 ?brokenObj!26)) ?i_62.31) null)) (not (= (select1 (select1 elems (select1 elements_61.39 ?brokenObj!26)) ?i_62.31) null)))) (or (not (= (select1 (select1 elems (select1 elements_61.39 ?brokenObj!26)) ?i_62.31) null)) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 ?brokenObj!26))) 0) (not (>= ?i_62.31 0)))))))))) :pattern ((select1 (select1 elems (select1 elements_61.39 ?brokenObj!26)) ?i_62.31)) :qid k!320)))	["?brokenObj!26"]
NESTED	unresolved-outer-bound-var		(or (= (select1 elements_61.39_1_ this) (select1 elements_61.39_1_ ?brokenObj!26)) (= (select1 (store1 (asElems elems) (select1 elements_61.39_1_ this) (store1 (select1 elems_1_ tmp5_elements_238.4) tmp6_old_count_238.13 x_229.42)) (select1 elements_61.39_1_ ?brokenObj!26)) (select1 (asElems elems) (select1 elements_61.39_1_ ?brokenObj!26))))	["(asElems elems)", "(select1 elements_61.39_1_ this)", "(select1 elements_61.39_1_ ?brokenObj!26)", "(store1 (select1 elems_1_ tmp5_elements_238.4) tmp6_old_count_238.13 x_229.42)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(= (select1 (store1 (select1 elems_1_ tmp5_elements_238.4) (select1 count_67.33 this) x_229.42) (select1 count_67.33 this)) x_229.42)	["(select1 elems_1_ tmp5_elements_238.4)", "(select1 count_67.33 this)", "x_229.42"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= this null) (not (= Smt.true (is this T_javafe.ast.ImportDeclVec))) (forall ((?i_62.31 Int)) (! (let (((>= ?i_62.31 0) (>= ?i_62.31 0))) (let (((not (>= ?i_62.31 0)) (not (>= ?i_62.31 0)))) (let (((>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 this))) 0) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 this))) 0))) (let (((select1 elements_61.39 this) (select1 elements_61.39 this))) (let (((select1 elems (select1 elements_61.39 this)) (select1 elems (select1 elements_61.39 this)))) (let (((select1 (select1 elems (select1 elements_61.39 this)) ?i_62.31) (select1 (select1 elems (select1 elements_61.39 this)) ?i_62.31))) (let (((not (= (select1 (select1 elems (select1 elements_61.39 this)) ?i_62.31) null)) (not (= (select1 (select1 elems (select1 elements_61.39 this)) ?i_62.31) null)))) (or (not (= (select1 (select1 elems (select1 elements_61.39 this)) ?i_62.31) null)) (>= (+ ?i_62.31 (* (- 1) (select1 count_67.33 this))) 0) (not (>= ?i_62.31 0)))))))))) :pattern ((select1 (select1 elems (select1 elements_61.39 this)) ?i_62.31)) :qid k!320)))	["this"]
NESTED	unresolved-outer-bound-var		(or (not (>= ?i_62.31!27 0)) (>= (+ ?i_62.31!27 (* (- 1) (select1 count_67.33 this))) 0) (not (= (select1 (select1 elems (select1 elements_61.39 this)) ?i_62.31!27) null)))	["?i_62.31!27"]
NESTED	unresolved-outer-bound-var		(or (= (select1 count_67.33 this) ?i_62.31!27) (= (select1 (store1 (select1 elems_1_ tmp5_elements_238.4) (select1 count_67.33 this) x_229.42) ?i_62.31!27) (select1 (select1 elems_1_ tmp5_elements_238.4) ?i_62.31!27)))	["(select1 elems_1_ tmp5_elements_238.4)", "(select1 count_67.33 this)", "?i_62.31!27", "x_229.42"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(= (select1 (store1 elems_1_ (select1 elements_61.39_1_ this) (store1 (select1 elems_1_ tmp5_elements_238.4) tmp6_old_count_238.13 x_229.42)) (select1 elements_61.39_1_ this)) (store1 (select1 elems_1_ tmp5_elements_238.4) tmp6_old_count_238.13 x_229.42))	["elems_1_", "(select1 elements_61.39_1_ this)", "(store1 (select1 elems_1_ tmp5_elements_238.4) tmp6_old_count_238.13 x_229.42)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= this null) (= (select1 owner_4.35.28 (select1 elements_61.39 this)) this) (not (= Smt.true (is this T_javafe.ast.ImportDeclVec))))	["this"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj!26 null) (= (select1 owner_4.35.28 (select1 elements_61.39 ?brokenObj!26)) ?brokenObj!26) (not (= Smt.true (is ?brokenObj!26 T_javafe.ast.ImportDeclVec))))	["?brokenObj!26"]
NESTED	unresolved-outer-bound-var		(or (= this ?brokenObj_1_!25) (= (select1 (store1 count_67.33 this (select1 count_238.13 this)) ?brokenObj_1_!25) (select1 count_67.33 ?brokenObj_1_!25)))	["count_67.33", "this", "?brokenObj_1_!25", "(select1 count_238.13 this)"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj_1_!25 null) (not (= Smt.true (is ?brokenObj_1_!25 T_javafe.ast.ImportDeclVec))) (<= (+ (select1 count_67.33 ?brokenObj_1_!25) (* (- 1) (arrayLength (select1 elements_61.39 ?brokenObj_1_!25)))) 0))	["?brokenObj_1_!25"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj_4_!29 null) (= (typeof (select1 elements_61.39 ?brokenObj_4_!29)) (array T_javafe.ast.ImportDecl)) (not (= Smt.true (is ?brokenObj_4_!29 T_javafe.ast.ImportDeclVec))))	["?brokenObj_4_!29"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj_3_!24 null) (= (select1 owner_4.35.28 (select1 elements_61.39 ?brokenObj_3_!24)) ?brokenObj_3_!24) (not (= Smt.true (is ?brokenObj_3_!24 T_javafe.ast.ImportDeclVec))))	["?brokenObj_3_!24"]
NESTED	unresolved-outer-bound-var		(or (= this ?brokenObj_2_!28) (= (select1 (store1 count_67.33 this (select1 count_238.13 this)) ?brokenObj_2_!28) (select1 count_67.33 ?brokenObj_2_!28)))	["count_67.33", "this", "?brokenObj_2_!28", "(select1 count_238.13 this)"]
NESTED	unresolved-outer-bound-var		(or (= ?brokenObj_2_!28 null) (not (= Smt.true (is ?brokenObj_2_!28 T_javafe.ast.ImportDeclVec))) (>= (select1 count_67.33 ?brokenObj_2_!28) 0))	["?brokenObj_2_!28"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(= (select1 (store1 count_67.33 this (+ 1 tmp6_old_count_238.13)) this) (+ 1 tmp6_old_count_238.13))	["count_67.33", "this", "(+ 1 tmp6_old_count_238.13)"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= this null) (not (= Smt.true (is this T_javafe.ast.ImportDeclVec))) (>= (select1 count_67.33 this) 0))	["this"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= this null) (not (= Smt.true (is this T_javafe.ast.ImportDeclVec))) (<= (+ (select1 count_67.33 this) (* (- 1) (arrayLength (select1 elements_61.39 this)))) 0))	["this"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(or (= this null) (= (typeof (select1 elements_61.39 this)) (array T_javafe.ast.ImportDecl)) (not (= Smt.true (is this T_javafe.ast.ImportDeclVec))))	["this"]
MATCHED-REJECTED	rej_nocontext	core-dominant-rej=rej_nocontext n=464816	(= (elemtype (array T_javafe.ast.ImportDecl)) T_javafe.ast.ImportDecl)	["T_javafe.ast.ImportDecl"]
