file	online_route_in_trail	cap_text_anywhere	trail_routes
QF_UFLIA/wisas/xs_17_27.smt2	no	no	cas-int-units,dl-online,euf-offline,euf-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arithmetic,uf-arith-online
QF_UFLIA/wisas/xs_21_31.smt2	no	no	cas-int-units,dl-online,euf-offline,euf-online,fd:bounded-completeness-unsat,fd:length-lia,fd:lex-order,fd:membership,fd:online-string,fd:parse,fd:source-string-sat-probe,fd:source-string-semantic-unsat,fd:string-gate,fd:word-route,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia,uf-arithmetic,uf-arith-online
QF_UFLIA/wisas/xs_25_35.smt2	no	no	cas-int-units,dl-online,fd:parse,lia-dpll,lia-simplex,probe,uf-arith-lazy-overbound,uf-arith-lazy-overbound-pre-lia
QF_ABVFP/20170428-Liew-KLEE/aachen_real_gmp_gmp_klee_mul.x86_64/query.17.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/aachen_real_sorting_doubles.x86_64/query.33.smt2	yes	no	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/aachen_syn_atof_default.x86_64/query.273.smt2	no	no	dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_histogram2d_klee_bug.x86_64/query.099.smt2	yes	no	aufbv-online-cdclt,dl-online,euf-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee.x86_64/query.0340.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee.x86_64/query.0704.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee.x86_64/query.1069.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee.x86_64/query.1433.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee.x86_64/query.1797.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee.x86_64/query.2162.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee.x86_64/query.2526.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee_bug.x86_64/query.0680.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee_bug.x86_64/query.1216.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee_bug.x86_64/query.1675.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_gsl_benchmarks_sort_smallest_klee_bug.x86_64/query.2081.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_exp_loop.c.x86_64/query.131.smt2	no	no	dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.00303.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.00668.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.01032.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.01397.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.01761.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.02125.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.02490.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.02854.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.03218.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.03583.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.03947.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.04312.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.04676.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.05040.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.05405.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.05769.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.06134.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.06498.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.06862.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.07227.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.07591.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.07955.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.08320.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.08684.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.09049.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.09413.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.09777.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.10142.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_mea8000.x86_64/query.10506.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_rlim_invariant.x86_64/query.070.smt2	no	no	dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_svcomp_float-benchs_svcomp_rlim_invariant.x86_64/query.435.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_synthetic_count_klee.x86_64/query.58.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20170428-Liew-KLEE/imperial_synthetic_sorted_search_klee_bug_float.x86_64/query.26.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABVFP/20210211-Vector/Robotics_C/c3c33610.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/bmc-arrays/bubbleSort.smt2	no	no	dl-online,fd:parse,probe
QF_ABV/brummayerbiere/wchains140se.smt2	no	no	none
QF_ABV/dwp_formulas/try3_noof_functions_dwp_ptx.bkm_scale.il.dwp.smt2	yes	no	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_dd.set_char_quoting.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_sha256sum.quoting_options_from_style.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_kill.close_stdout_set_file_name.il.fse-bfs.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try3_true_functions_dwp_join.bkm_scale.il.dwp.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try4_difret_functions_disjunctions_cut.close_stdout_set_file_name.il.disjunctions_0.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try4_difret_functions_disjunctions_vdir.get_type_indicator.il.disjunctions_41.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try4_true_functions_dwp_link.set_quoting_style.il.dwp.smt2	yes	no	abv-online-cdclt,dl-online,fd:parse,probe
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_cut.quoting_options_from_style.il.dwp.smt2	yes	yes	abv-online-cdclt,array-fast-path,dl-online,fd:parse,probe
