family	file	variables	clauses	batsat_verdict	batsat_ms	native_verdict	native_ms	cadical_verdict	cadical_ms	kissat_verdict	kissat_ms
p4dfa	string4x16.10._bit16_na6_nr3_paired.cnf	726140	2649069	unknown	20119.997660999998	unknown	20872.133921	unknown	20190.93385990709	unknown	20137.30817218311
p4dfa	string4x16.10._bit16_na6_nr4_paired.cnf	3825797	14047839	unknown	20650.913329000003	unknown	25080.807589	unknown	20240.36397598684	unknown	20278.876262018457
p4dfa	string4x16.10._bit8_na6_nr4_pairedtwobranch.cnf	1891179	6899579	unknown	20203.714741	unknown	21706.352658	unknown	20356.889868853614	unknown	20121.914331102744
p4dfa	string4x16.2._bit16_na6_nr3_paired.cnf	378804	1382566	unknown	20093.462402	unknown	20582.24454	unknown	20190.251891035587	unknown	20125.57361810468
p4dfa	string4x16.2._bit16_na6_nr4_paired.cnf	2720339	9991326	unknown	20322.407263999998	unknown	21946.78701	unknown	20390.098748961464	unknown	20142.425084020942
p4dfa	string4x16.2._bit8_na6_nr4_pairedtwobranch.cnf	1344889	4908218	unknown	20212.427384000002	unknown	33611.036155	unknown	20285.43824190274	unknown	20229.765597032383
p4dfa	string4x16.3._bit16_na6_nr3_paired.cnf	307815	1123763	unknown	20080.187094	unknown	20747.034076	unknown	20166.69086413458	unknown	20133.90502310358
p4dfa	string4x16.3._bit16_na6_nr4_paired.cnf	2028450	7452533	unknown	20462.682819	unknown	21980.825017	unknown	20263.436367036775	unknown	20130.722861969844
p4dfa	string4x16.3._bit8_na6_nr4_pairedtwobranch.cnf	1002976	3661937	unknown	20232.930043	unknown	26022.442316	unknown	20262.56117108278	unknown	20128.401095978916
p4dfa	string4x16.4._bit16_na6_nr3_paired.cnf	579189	2113166	unknown	20203.576761	unknown	22559.426372	unknown	20179.19069295749	unknown	20134.14493203163
p4dfa	string4x16.4._bit16_na6_nr4_paired.cnf	3098002	11377248	unknown	20713.183538999998	unknown	25753.724049999997	unknown	20424.153733067214	unknown	20227.30441391468
p4dfa	string4x16.4._bit8_na6_nr4_pairedtwobranch.cnf	1531502	5588560	unknown	20184.339407	unknown	23214.540759	unknown	20246.83226295747	unknown	20133.675791090354
p4dfa	string4x16.5._bit16_na6_nr3_paired.cnf	579189	2113166	unknown	20132.546047000003	unknown	20842.313361	unknown	20125.47270907089	unknown	20146.780428942293
p4dfa	string4x16.5._bit16_na6_nr4_paired.cnf	3432769	12605474	unknown	20268.207302	unknown	28739.577144	unknown	20321.435881080106	unknown	20230.620105052367
p4dfa	string4x16.5._bit8_na6_nr4_pairedtwobranch.cnf	1696936	6191456	unknown	20179.344474	unknown	20737.654068	unknown	20229.198396904394	unknown	20236.96329188533
p4dfa	string4x16.6._bit16_na6_nr3_paired.cnf	317815	1160310	unknown	20025.763898	unknown	20184.015122	unknown	20126.764461863786	unknown	20135.294998064637
p4dfa	string4x16.6._bit16_na6_nr4_paired.cnf	2061034	7572452	unknown	20349.103202	unknown	20423.571487	unknown	20220.488477963954	unknown	20261.89712388441
p4dfa	string4x16.6._bit8_na6_nr4_pairedtwobranch.cnf	1019089	3720898	unknown	20182.441223	unknown	21741.634845	unknown	20257.768298964947	unknown	20157.782854977995
p4dfa	string4x16.7._bit16_na6_nr3_paired.cnf	596752	2177305	unknown	20195.488296	unknown	22896.881388	unknown	20127.86076613702	unknown	20130.858795018867
p4dfa	string4x16.7._bit16_na6_nr4_paired.cnf	3825797	14047839	unknown	20949.291207000002	unknown	50926.699845999996	unknown	20227.17409906909	unknown	20120.312005048618
p4dfa	string4x16.7._bit8_na6_nr4_pairedtwobranch.cnf	1891179	6899579	unknown	20352.028617	unknown	24178.211191	unknown	20228.10644400306	unknown	20222.129659028724
p4dfa	string4x16.8._bit16_na6_nr3_paired.cnf	256789	937980	unknown	20036.444226	unknown	20966.739321999998	unknown	20122.42926307954	unknown	20121.97719491087
p4dfa	string4x16.8._bit16_na6_nr4_paired.cnf	2061034	7572452	unknown	20451.648037	unknown	25554.0329	unknown	20122.452418785542	unknown	20130.729219177738
p4dfa	string4x16.8._bit8_na6_nr4_pairedtwobranch.cnf	1019089	3720898	unknown	20143.154077	unknown	21541.474254	unknown	20123.378201154992	unknown	20123.592350864783
p4dfa	string4x16.9._bit16_na6_nr3_paired.cnf	402618	1469555	unknown	20148.357593	unknown	20842.088507	unknown	20123.60325199552	unknown	20125.668585067615
p4dfa	string4x16.9._bit16_na6_nr4_paired.cnf	2126251	7812487	unknown	20429.920378	unknown	26738.238098	unknown	20139.50751791708	unknown	20221.84337489307
p4dfa	string4x16.9._bit8_na6_nr4_pairedtwobranch.cnf	1051338	3838917	unknown	20149.443562999997	unknown	22085.189978	unknown	20145.230278139934	unknown	20123.796227853745
p4dfa	string4x8.1._bit16_na6_nr4_paired.cnf	1154172	4237021	unknown	20139.361129	unknown	21360.589359999998	unknown	20244.94179803878	unknown	20120.383667061105
p4dfa	string4x8.1._bit8_na6_nr3_paired.cnf	425968	1554409	unknown	20072.164054	unknown	20886.706566	unknown	20160.906709032133	unknown	20120.546858990565
p4dfa	string4x8.10._bit16_na6_nr4_paired.cnf	1968732	7226333	unknown	20259.509244	unknown	23901.935005	unknown	20341.859405161813	unknown	20124.738385900855
p4dfa	string4x8.10._bit8_na6_nr3_paired.cnf	726140	2649069	unknown	20138.994289	unknown	22249.834075	unknown	20195.352950133383	unknown	20120.60163798742
p4dfa	string4x8.2._bit16_na6_nr4_paired.cnf	1025899	3766518	unknown	20103.741109000002	unknown	20183.574224	unknown	20128.47063387744	unknown	20118.12850390561
p4dfa	string4x8.2._bit8_na6_nr3_paired.cnf	378804	1382566	unknown	20045.939052	unknown	21189.572069	unknown	20118.4555941727	unknown	20117.732651997358
p4dfa	string4x8.3._bit16_na6_nr4_paired.cnf	833413	3060199	unknown	20141.376583999998	unknown	20849.883877	unknown	20121.031743939966	unknown	20138.7286700774
p4dfa	string4x8.3._bit8_na6_nr3_paired.cnf	307815	1123763	unknown	20033.451030999997	unknown	20967.650793	unknown	20126.830749912187	unknown	20134.624662110582
p4dfa	string4x8.4._bit16_na6_nr4_paired.cnf	1569816	5762396	unknown	20253.484555	unknown	22729.899332999998	unknown	20238.538103876635	unknown	20119.963017990813
p4dfa	string4x8.4._bit8_na6_nr3_paired.cnf	579189	2113166	unknown	20133.312657000002	unknown	21582.394293	unknown	20129.008564865217	unknown	20118.76848107204
p4dfa	string4x8.5._bit16_na6_nr4_paired.cnf	1569816	5762396	unknown	20293.768833000002	unknown	20829.723222999997	unknown	20332.88737689145	unknown	20128.7670370657
p4dfa	string4x8.5._bit8_na6_nr3_paired.cnf	579189	2113166	unknown	20062.399417	unknown	22331.851844999997	unknown	20125.931035960093	unknown	20123.998026829213
p4dfa	string4x8.6._bit16_na6_nr4_paired.cnf	860371	3159250	unknown	20141.580158	unknown	20571.995832	unknown	20635.496456874534	unknown	20121.13454588689
p4dfa	string4x8.6._bit8_na6_nr3_paired.cnf	317815	1160310	unknown	20062.826836	unknown	20149.454024000002	unknown	20129.50080493465	unknown	20122.54883395508
p4dfa	string4x8.7._bit16_na6_nr4_paired.cnf	1617333	5936871	unknown	20191.261651	unknown	20999.439854999997	unknown	20228.430510964245	unknown	20137.28623301722
p4dfa	string4x8.7._bit8_na6_nr3_paired.cnf	596752	2177305	unknown	20114.735107	unknown	21549.413284	unknown	20249.258822062984	unknown	20117.456573061645
p4dfa	string4x8.8._bit16_na6_nr4_paired.cnf	694776	2551848	unknown	20104.994493	unknown	24044.210695	unknown	20154.793300898746	unknown	20132.206164998934
p4dfa	string4x8.8._bit8_na6_nr3_paired.cnf	256789	937980	unknown	20066.572444999998	unknown	21813.688073	unknown	20165.748176164925	unknown	20118.42435388826
p4dfa	string4x8.9._bit16_na6_nr4_paired.cnf	1090141	4002491	unknown	20341.863493	unknown	20415.698395	unknown	20182.070632930845	unknown	20118.330626981333
p4dfa	string4x8.9._bit8_na6_nr3_paired.cnf	402618	1469555	unknown	20122.565764	unknown	20447.071658999997	unknown	20133.997141150758	unknown	20123.825391056016
p4dfa	tcp_full_bit16_na13_nr4_paired.cnf	974200	3591806	unknown	20164.650644	unknown	21821.883456	unknown	20129.218587186188	unknown	20118.199486052617
p4dfa	tcp_full_bit8_na6_nr3_paired.cnf	258181	942050	unknown	20067.273094	unknown	20364.99378	unknown	20147.373327054083	unknown	20161.468122852966
p4dfa	tcp_full_bit8_na6_nr4_paired.cnf	345094	1257818	unknown	20067.924201	unknown	20503.545732	unknown	20126.073410967365	unknown	20119.847575901076
p4dfa	tcp_full_split4_bit8_na6_nr4_paired.cnf	436541	1594274	unknown	20061.387577	unknown	21721.141216	unknown	20136.2659689039	unknown	20124.4203960523
p4dfa	tcp_open_bit8_na6_nr3_paired.cnf	82541	304079	unknown	20019.859701	unknown	20806.791928	unknown	20125.951474066824	unknown	20143.528942018747
p4dfa	tcp_open_bit8_na6_nr4_paired.cnf	111567	408523	unknown	20031.326983	unknown	20462.326708	unknown	20162.624628981575	unknown	20121.198784094304
p4dfa	videoconf_full_bit16_na13_nr4_paired.cnf	190141	693588	unknown	20099.105156	unknown	20489.178586	unknown	20124.898184090853	unknown	20118.85007703677
p4dfa	videoconf_full_bit8_na6_nr3_paired.cnf	141923	518910	unknown	20054.906625	unknown	20268.27771	unknown	20133.800134062767	unknown	20121.053356910124
p4dfa	videoconf_full_bit8_na6_nr4_paired.cnf	190141	693588	unknown	20050.440221999997	unknown	21023.348664	unknown	20125.294176861644	unknown	20149.911907035857
p4dfa	videoconf_simple_bit8_na6_nr3_paired.cnf	94401	346684	unknown	20041.086486	unknown	20215.199442999998	sat	17619.28892787546	sat	18338.08299107477
p4dfa	videoconf_split4_full_bit16_na13_nr4_paired.cnf	241457	882518	unknown	20085.695861	unknown	20589.25909	unknown	20133.195627946407	unknown	20139.26102500409
noetzli-sample	bv-term-small-rw_1009.cnf	0	1	unsat	0.043469	unsat	0.0044610000000000006	unsat	304.6068870462477	unsat	105.39602395147085
noetzli-sample	bv-term-small-rw_1036.cnf	0	1	unsat	0.014173	unsat	0.002474	unsat	103.99071406573057	unsat	105.31449504196644
noetzli-sample	bv-term-small-rw_1048.cnf	314	966	unsat	7.407557000000001	unsat	2.960937	unsat	104.16080802679062	unsat	105.54942395538092
noetzli-sample	bv-term-small-rw_1055.cnf	4285	17423	unknown	20000.768031	unknown	20238.927266000002	unknown	20138.50569189526	unknown	20117.679086048156
noetzli-sample	bv-term-small-rw_1065.cnf	0	1	unsat	0.179148	unsat	0.005656	unsat	108.03127591498196	unsat	103.07756904512644
noetzli-sample	bv-term-small-rw_1068.cnf	0	1	unsat	0.029431	unsat	0.005103	unsat	109.63820293545723	unsat	102.81780711375177
noetzli-sample	bv-term-small-rw_107.cnf	0	1	unsat	0.028815	unsat	0.006505	unsat	109.9746790714562	unsat	105.30305886641145
noetzli-sample	bv-term-small-rw_1070.cnf	5842	24269	unknown	20001.60405	unknown	20234.997068999997	unknown	20141.483749030158	unknown	20116.478155832738
noetzli-sample	bv-term-small-rw_1074.cnf	7668	31801	unknown	20001.345172	unknown	20050.393382	unsat	17322.086344938725	unsat	10513.767542084679
noetzli-sample	bv-term-small-rw_1077.cnf	0	1	unsat	0.214745	unsat	0.0062840000000000005	unsat	102.65421401709318	unsat	104.59930007345974
noetzli-sample	bv-term-small-rw_1087.cnf	6309	25883	unknown	20004.260602	unknown	20453.392872999997	unknown	20118.651991011575	unknown	20131.8618808873
noetzli-sample	bv-term-small-rw_1088.cnf	0	1	unsat	0.461943	unsat	0.012486	unsat	103.93690690398216	unsat	111.79003096185625
noetzli-sample	bv-term-small-rw_1097.cnf	0	1	unsat	0.0436	unsat	0.005919000000000001	unsat	107.30846808291972	unsat	110.04598392173648
noetzli-sample	bv-term-small-rw_1102.cnf	431	1489	unsat	1.687381	unsat	2.600276	unsat	102.87283500656486	unsat	111.27121583558619
noetzli-sample	bv-term-small-rw_1119.cnf	669	2492	unsat	2.8909640000000003	unsat	4.640804	unsat	102.75471396744251	unsat	112.20645997673273
noetzli-sample	bv-term-small-rw_1145.cnf	430	1452	unsat	4.856148999999999	unsat	3.3125080000000002	unsat	105.6461320258677	unsat	114.37354795634747
noetzli-sample	bv-term-small-rw_1152.cnf	574	2084	unsat	7.788416000000001	unsat	13.262362	unsat	108.14034380018711	unsat	110.70588300935924
noetzli-sample	bv-term-small-rw_1170.cnf	481	1599	unsat	16.132152	unsat	20.220034000000002	unsat	107.08757699467242	unsat	111.69543489813805
noetzli-sample	bv-term-small-rw_1172.cnf	366	1260	unsat	1.778417	unsat	5.715751	unsat	102.58941701613367	unsat	111.61931487731636
noetzli-sample	bv-term-small-rw_1178.cnf	366	1260	unsat	2.017516	unsat	5.9668969999999995	unsat	103.47527801059186	unsat	112.80815582722425
noetzli-sample	bv-term-small-rw_1191.cnf	366	1260	unsat	1.871112	unsat	5.901145	unsat	104.25812704488635	unsat	112.52335994504392
noetzli-sample	bv-term-small-rw_1192.cnf	366	1260	unsat	2.108707	unsat	7.523276	unsat	103.39390486478806	unsat	109.36517105437815
noetzli-sample	bv-term-small-rw_1225.cnf	0	1	unsat	0.16736299999999998	unsat	0.009641	unsat	106.57312301918864	unsat	106.43337294459343
noetzli-sample	bv-term-small-rw_1232.cnf	0	1	unsat	0.036478	unsat	0.004244	unsat	105.15087400563061	unsat	110.13453803025186
noetzli-sample	bv-term-small-rw_1295.cnf	4287	17427	unknown	20002.025706	unknown	20033.935937	unknown	20125.226564938203	unknown	20137.192076072097
noetzli-sample	bv-term-small-rw_1301.cnf	4449	18159	unknown	20002.322365	unknown	20450.84898	unknown	20131.81449007243	unknown	20121.9827728346
noetzli-sample	bv-term-small-rw_1319.cnf	4542	18477	unknown	20002.088839	unknown	20089.178405	unknown	20142.14733382687	unknown	20128.14266909845
noetzli-sample	bv-term-small-rw_1332.cnf	347	1128	unsat	4.508329	unsat	4.961595	unsat	110.1940181106329	unsat	103.30111510120332
noetzli-sample	bv-term-small-rw_1370.cnf	576	2062	unsat	6.368511000000001	unsat	3.8664609999999997	unsat	108.54048398323357	unsat	104.20990898273885
noetzli-sample	bv-term-small-rw_1373.cnf	0	1	unsat	0.06279399999999999	unsat	0.004949	unsat	107.64892492443323	unsat	103.1799700576812
noetzli-sample	bv-term-small-rw_1376.cnf	337	1054	unsat	0.888071	unsat	1.018876	unsat	109.8482059314847	unsat	102.95743611641228
noetzli-sample	bv-term-small-rw_1380.cnf	4386	17846	unknown	20000.569371	unknown	20160.308644	unknown	20143.067377852276	unknown	20118.931665085256
noetzli-sample	bv-term-small-rw_1389.cnf	752	2605	unsat	2.6640140000000003	unsat	5.090987	unsat	312.0914991013706	unsat	103.02041098475456
noetzli-sample	bv-term-small-rw_140.cnf	3251	13833	unknown	20001.145644	unknown	20238.44456	unknown	20167.41368197836	unknown	20119.222104083747
noetzli-sample	bv-term-small-rw_1411.cnf	625	2199	unsat	3.313062	unsat	4.294965	unsat	309.21913404017687	unsat	106.97539011016488
noetzli-sample	bv-term-small-rw_1419.cnf	462	1678	unsat	1.062873	unsat	0.731273	unsat	106.58170515671372	unsat	106.67091188952327
noetzli-sample	bv-term-small-rw_1421.cnf	850	3041	unsat	37.244244	unsat	39.415775000000004	unsat	109.24278595484793	unsat	106.9435270037502
noetzli-sample	bv-term-small-rw_1477.cnf	399	1393	unsat	1.494288	unsat	1.383014	unsat	108.34003798663616	unsat	107.19518712721765
noetzli-sample	bv-term-small-rw_1497.cnf	798	2742	unsat	15.893938	unsat	14.269400999999998	unsat	113.00277803093195	unsat	105.74867599643767
noetzli-sample	bv-term-small-rw_1498.cnf	798	2742	unsat	11.132850999999999	unsat	14.868238	unsat	108.42021508142352	unsat	105.46246496960521
noetzli-sample	bv-term-small-rw_1515.cnf	4450	18192	unknown	20002.266146	unknown	20239.741399	unknown	20140.929228859022	unknown	20128.942392999306
noetzli-sample	bv-term-small-rw_1537.cnf	825	2999	unsat	7.18271	unsat	7.761476	unsat	106.93123191595078	unsat	108.99408906698227
noetzli-sample	bv-term-small-rw_1548.cnf	526	1897	unsat	8.481492	unsat	8.660766	unsat	208.68854084983468	unsat	114.2092898953706
noetzli-sample	bv-term-small-rw_160.cnf	4355	17753	sat	4.311383999999999	sat	6.849944	sat	106.25891597010195	sat	108.26618992723525
noetzli-sample	bv-term-small-rw_163.cnf	285	853	unsat	0.7663989999999999	unsat	0.547415	unsat	104.85690482892096	unsat	109.87395606935024
noetzli-sample	bv-term-small-rw_175.cnf	366	1260	unsat	1.65901	unsat	5.276481	unsat	104.24756188876927	unsat	111.42464610747993
noetzli-sample	bv-term-small-rw_191.cnf	366	1260	unsat	1.654842	unsat	5.514183	unsat	103.82705880329013	unsat	108.46259910613298
noetzli-sample	bv-term-small-rw_282.cnf	0	1	unsat	0.11895099999999999	unsat	0.010392	unsat	104.73281284794211	unsat	112.3042160179466
noetzli-sample	bv-term-small-rw_284.cnf	0	1	unsat	0.02749	unsat	0.0018909999999999999	unsat	104.57862517796457	unsat	109.77769596502185
noetzli-sample	bv-term-small-rw_289.cnf	278	893	unsat	1.8740160000000001	unsat	0.813496	unsat	105.54168606176972	unsat	111.3646060694009
noetzli-sample	bv-term-small-rw_298.cnf	871	3147	unsat	2.6285649999999996	unsat	2.482144	unsat	105.23689491674304	unsat	109.69309997744858
noetzli-sample	bv-term-small-rw_309.cnf	816	2921	unsat	1.3451170000000001	unsat	1.783739	unsat	106.1996219214052	unsat	110.58114911429584
noetzli-sample	bv-term-small-rw_31.cnf	0	1	unsat	0.15237599999999998	unsat	0.01171	unsat	104.558170074597	unsat	109.16545102372766
noetzli-sample	bv-term-small-rw_312.cnf	509	1687	sat	0.41570399999999996	sat	0.460959	sat	104.23988499678671	sat	109.33644301258028
noetzli-sample	bv-term-small-rw_329.cnf	491	1646	unsat	1.256341	unsat	1.26621	unsat	104.56944792531431	unsat	105.2150100003928
noetzli-sample	bv-term-small-rw_359.cnf	682	2271	unsat	3.793249	unsat	2.634291	unsat	105.97182088531554	unsat	107.22437012009323
noetzli-sample	bv-term-small-rw_365.cnf	0	1	unsat	0.231627	unsat	0.019072	unsat	108.85182186029851	unsat	108.56711794622242
noetzli-sample	bv-term-small-rw_388.cnf	3533	14999	unknown	20000.754872	unknown	20185.191105	unknown	20133.70975595899	unknown	20122.106314171106
noetzli-sample	bv-term-small-rw_458.cnf	695	2407	unsat	2.92878	unsat	3.8125210000000003	unsat	103.70580106973648	unsat	102.86388895474374
noetzli-sample	bv-term-small-rw_464.cnf	2224	8951	unsat	1.877077	unsat	1.7824200000000001	unsat	204.2546549346298	unsat	102.45810612104833
noetzli-sample	bv-term-small-rw_48.cnf	0	1	unsat	0.179844	unsat	0.00617	unsat	102.73164883255959	unsat	103.11285010538995
