path	key	value
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-backjumps	501
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-conflicts	501
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-decisions	1451
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-del-clause	21733
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-elim-bool-vars-res	4072
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-elim-clauses	41
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-elim-literals	414
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-minimized-lits	1961
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-mk-clause-2ary	13168
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-mk-clause-3ary	5442
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-mk-clause-nary	36164
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-mk-var	8862
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-probing-assigned	6
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-propagations-2ary	146200
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-propagations-nary	137135
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-restarts	10
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-scc-elim-binary	38
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-scc-elim-vars	22
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-subs-resolution	325
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-subs-resolution-dyn	129
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-subsumed	4405
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	sat-units	39
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	time	0.28
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	total-time	0.29
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	__verdict__	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	added-eqs	202
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-eq-adapter	63
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-bound-propagations-lp	5
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-branch	2
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-conflicts	5
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-diseq	24
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-fixed-eqs	30
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-gcd-calls	4
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-lower	167
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-make-feasible	37
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-max-columns	901
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-max-rows	110
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-nla-add-bounds	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-nla-propagate-bounds	2
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-nla-propagate-eq	85
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-offset-eqs	4
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-patches	4
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-patches-success	2
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	arith-upper	261
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	binary-propagations	426
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	card2bv-rewrites	10
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	conflicts	3
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	decisions	1357
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	del-clause	51
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	elim-unconstrained	19
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	final-checks	5
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	max-memory	22.21
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	memory	18.29
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	mk-bool-var	1109
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	mk-clause	121
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	mk-clause-binary	929
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	num-allocs	4730097
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	num-checks	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	propagations	466
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	rlimit-count	150699
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	time	0.02
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	total-time	0.03
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	__verdict__	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	added-eqs	445
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-eq-adapter	48
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-bound-propagations-lp	8
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-branch	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-conflicts	45
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-cube-calls	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-diseq	58
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-fixed-eqs	56
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-gcd-calls	7
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-gomory-cuts	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-grobner-calls	17
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-hnf-calls	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-horner-calls	3
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-horner-cross-nested-forms	43
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-lower	296
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-make-feasible	138
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-max-columns	896
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-max-rows	79
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-nla-add-bounds	13
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-nla-lemmas	15
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-nla-propagate-bounds	12
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-nla-propagate-eq	120
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-nra-calls	3
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-offset-eqs	3
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-patches	7
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-patches-success	5
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	arith-upper	3735
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	binary-propagations	3632
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	card2bv-rewrites	8
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	conflicts	24
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	decisions	4237
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	del-clause	76
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	elim-unconstrained	19
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	final-checks	37
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	max-memory	26.95
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	memory	18.39
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	minimized-lits	13
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	mk-bool-var	1221
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	mk-clause	126
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	mk-clause-binary	1062
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	nlsat-conflicts	197
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	nlsat-decisions	4
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	nlsat-propagations	5263
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	nlsat-stages	4607
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	num-allocs	27051551
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	num-checks	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	propagations	3760
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	rlimit-count	425122
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	time	0.21
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1166.smt2	total-time	0.22
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	__verdict__	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	added-eqs	919
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-eq-adapter	194
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-bound-propagations-lp	51
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-conflicts	182
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-diseq	329
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-fixed-eqs	182
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-gcd-calls	8
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-grobner-calls	74
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-horner-calls	27
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-horner-conflicts	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-horner-cross-nested-forms	442
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-lower	579
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-make-feasible	542
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-max-columns	489
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-max-rows	93
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-nla-add-bounds	84
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-nla-lemmas	98
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-nla-propagate-bounds	52
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-nla-propagate-eq	250
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-nra-calls	31
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-offset-eqs	13
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-patches	8
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-patches-success	7
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	arith-upper	2050
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	binary-propagations	2867
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	card2bv-rewrites	6
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	conflicts	68
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	decisions	7510
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	del-clause	577
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	elim-unconstrained	40
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	final-checks	208
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	max-memory	22.08
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	memory	18.02
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	minimized-lits	214
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	mk-bool-var	1623
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	mk-clause	795
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	mk-clause-binary	589
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	nlsat-conflicts	2389
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	nlsat-decisions	45
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	nlsat-propagations	24587
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	nlsat-stages	17802
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	num-allocs	145901058
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	num-checks	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	propagations	3872
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	rlimit-count	1465917
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	time	0.51
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1623.smt2	total-time	0.52
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	__verdict__	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	added-eqs	29
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-eq-adapter	15
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-conflicts	2
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-diseq	18
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-fixed-eqs	4
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-gcd-calls	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-lower	22
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-make-feasible	15
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-max-columns	190
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-max-rows	20
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-nla-add-bounds	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-nla-propagate-bounds	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-nla-propagate-eq	8
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-patches	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-patches-success	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	arith-upper	105
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/227.smt2	binary-propagations	124
