file	A	A_ms	A_rc	B	B_ms	B_rc	first
UFLIA/boogie/Passification_Array1-noinfer.smt2	unknown	24136	0	unknown	24035	0	A
AUFLIRA/nasa/fol_simplify/thruster_symm_0128.fof.smt2	unsat	211	0	unsat	208	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/K624-029__amortize_queue__amortized_queue.adb_92_42_precondition___00.smt2	unsat	711	0	unsat	609	0	A
UFLIA/boogie/PeerModifiesClauses_Wallet..ctor-level_2.smt2	unknown	24137	0	unknown	24235	0	B
AUFLIRA/nasa/fol_simplify/thruster_symm_0359.fof.smt2	unsat	311	0	unsat	309	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/K624-029__amortize_queue__amortized_queue.adb_94_9_precondition___00.smt2	unknown	11520	0	unknown	13424	0	B
UFLIA/boogie/PureAxioms_UnsoundSpec..ctor-level_2.smt2	unknown	24138	0	unknown	24334	0	A
AUFLIRA/nasa/fol_simplify/thruster_symm_0403.fof.smt2	unsat	210	0	unsat	308	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/K624-029__amortize_queue__amortized_queue.ads_58_15_precondition___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/boogie/PureCall_Cell.Increment.smt2	unknown	24138	0	unknown	24136	0	B
AUFLIRA/nasa/fol_simplify/thruster_symm_0425.fof.smt2	unsat	310	0	unsat	209	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/K624-029__search_list__a-cfdlli.ads_1379_20_linked_list.ads_6_4_precondition___00.smt2	unsat	111	0	unsat	109	0	B
UFLIA/boogie/WhereClause_D.foo_System.String_System.String.ptr_System.String.ptr.smt2	unknown	24136	0	unknown	24135	0	A
AUFLIRA/nasa/fol_simplify/thruster_symm_0444.fof.smt2	unsat	210	0	unsat	309	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/KB27-003__color__p.ads_20_20_postcondition___00.smt2	unsat	109	0	unsat	109	0	A
UFLIA/boogie/WhereMotivation_Types.SLoop0-modifiesOnLoop_1.smt2	unknown	25038	0	unknown	25130	0	B
AUFLIRA/nasa/fol_simplify_arithmetics/thruster_init_0068.fof.smt2	unknown	25039	0	unknown	25035	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/KB29-037__typinv2__main.adb_3_4_predicate_check_on_default_value___00.smt2	unsat	110	0	unsat	109	0	B
UFLIA/boogie/heapsucc2_M-infer_eh-vc_local.smt2	unsat	110	0	unsat	108	0	A
AUFLIRA/nasa/fol_simplify_arithmetics/thruster_init_0167.fof.smt2	unknown	25038	0	unknown	25032	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/KC13-021__generic2__p.adb_8_29_q.adb_13_4_overflow_check___00.smt2	unknown	12323	0	unknown	12223	0	A
UFLIA/boogie/loopinv1_LoopInv1.Test1b_F_notnull-infer_eh.smt2	unknown	25036	0	unknown	25128	0	B
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0012.fof.smt2	unknown	24136	0	unknown	24034	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/KC20-032__succ_pred__p.adb_10_14_postcondition___00.smt2	unsat	111	0	unsat	109	0	B
UFLIA/grasshopper/instantiated/copy_check_heap_access_33_4.smt2	unsat	211	0	unsat	209	0	A
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0036.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/L328-020__pos__p.adb_8_21_range_check___00.smt2	unknown	111	0	unknown	108	0	A
UFLIA/grasshopper/instantiated/delete_loop_invariant_46_5.smt2	unknown	24537	0	unknown	24635	0	B
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0095.fof.smt2	unknown	24137	0	unknown	24035	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/L413-031__fullview__a-cfdlli.ads_1349_20_int_list.ads_10_4_precondition___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/grasshopper/instantiated/filter_loop_check_free_44_6.smt2	unsat	14125	0	unsat	14919	0	A
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0097.fof.smt2	unsat	911	0	unsat	909	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/L503-008__iterators__a-cfdlli.ads_1379_20_p.ads_15_4_precondition___00.smt2	unsat	109	0	unsat	108	0	A
UFLIA/grasshopper/instantiated/filter_loop_check_heap_access_40_8.smt2	unsat	6317	0	unsat	6415	0	B
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0160.fof.smt2	unknown	24138	0	unknown	24035	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/L531-021__discr__basic.adb_13_17_discriminant_check___00.smt2	unknown	6918	0	unknown	7015	0	B
UFLIA/grasshopper/instantiated/reverse_loop_check_heap_access_34_4.smt2	unsat	511	0	unsat	509	0	A
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0201.fof.smt2	unsat	1011	0	unsat	1109	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/L608-022__minmax__minmax.adb_30_22_assert___00.smt2	unsat	111	0	unsat	109	0	A
UFLIA/grasshopper/uninstantiated/concat_postcondition_of_concat_27_4.smt2	unsat	17027	0	unsat	17422	0	B
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0233.fof.smt2	unsat	510	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/L719-025__lists_equal__a-cfdlli.ads_1029_43_p.ads_7_4_overflow_check___00.smt2	unknown	1812	0	unknown	1911	0	B
UFLIA/grasshopper/uninstantiated/contains_loop_check_heap_access_46_4.smt2	unknown	24336	0	unknown	24134	0	A
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0306.fof.smt2	unsat	811	0	unsat	809	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/L719-025__lists_equal__a-cofuve.ads_237_63_a-cfdlli.ads_69_7_p.ads_7_4_range_check___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/grasshopper/uninstantiated/copy_postcondition_of_copy_52_4.smt2	unknown	21333	0	unknown	21232	0	B
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_init_0388.fof.smt2	unsat	710	0	unsat	810	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/L719-025__ordered_maps_equal__a-cforma.ads_917_20_p.ads_8_4_precondition2___00.smt2	unsat	109	0	unsat	109	0	B
UFLIA/grasshopper/uninstantiated/insert_loop_invariant_46_3.smt2	unknown	25037	0	unknown	24931	0	A
AUFLIRA/nasa/fol_simplify_array_only/cl5_nebula_norm_0146.fof.smt2	unsat	111	0	unsat	109	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/L719-025__sorted_lists__a-cfdlli.ads_610_49_sorted_lists.ads_14_4_overflow_check___00.smt2	unknown	410	0	unknown	308	0	A
UFLIA/misc/list5.smt2	unsat	2114	0	unsat	2111	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0015.fof.smt2	unsat	111	0	unsat	109	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/L719-025__sorted_lists__a-cofuve.ads_239_30_a-cfdlli.ads_69_7_sorted_lists.ads_14_4_range_check___00.smt2	unsat	110	0	unsat	109	0	B
UFLIA/simplify/javafe.ast.ClassDeclStmt.76.smt2	unknown	24337	0	unknown	24534	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0078.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/L719-025__vectors_equal__a-cofuve.ads_238_59_a-cofove.ads_87_7_p.ads_9_4_overflow_check___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/simplify/javafe.ast.CompoundName.90.smt2	unknown	19430	0	unknown	21132	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0083.fof.smt2	unsat	110	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/LC17-035__update_attribute_multidim__update.ads_38_19_postcondition___00.smt2	unknown	22833	0	unknown	22732	0	B
UFLIA/simplify/javafe.ast.DelegatingPrettyPrint.114.smt2	unsat	410	0	unsat	409	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0371.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/M123-033__expr_fun__p.adb_19_28_assert___00.smt2	unknown	109	0	unknown	109	0	A
UFLIA/simplify/javafe.ast.DelegatingPrettyPrint.128.smt2	unsat	309	0	unsat	408	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0033.fof.smt2	unknown	24136	0	unknown	24035	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/M123-033__expr_fun__q.adb_10_28_assert___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/simplify/javafe.ast.LexicalPragmaVec.224.smt2	unknown	24636	0	unknown	25035	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0156.fof.smt2	unsat	111	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/M123-033__expr_fun__q.ads_5_38_overflow_check___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify/javafe.ast.LexicalPragmaVec.226.smt2	unknown	23834	0	unknown	23833	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0210.fof.smt2	unsat	109	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/M215-014__expr_fun__p.ads_6_6_postcondition___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/simplify/javafe.ast.PrimitiveType.292.smt2	unknown	25137	0	unknown	25034	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0220.fof.smt2	unsat	110	0	unsat	109	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/M218-008__contract_cases__subprograms.ads_27_42_unreachable_branch___00.smt2	unknown	109	0	unknown	108	0	A
UFLIA/simplify/javafe.ast.ReturnStmt.294.smt2	unknown	24236	0	unknown	24333	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0232.fof.smt2	unsat	111	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/M220-043__ghost__semantics.adb_15_40_overflow_check___00.smt2	unknown	110	0	unknown	108	0	B
UFLIA/simplify/javafe.ast.StmtVec.326.smt2	unsat	710	0	unsat	708	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0379.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/M318-017__flow_variant_records__definite.adb_174_9_discriminant_check___00.smt2	unknown	11621	0	unknown	11619	0	A
UFLIA/simplify/javafe.ast.TypeDecl.368.smt2	unsat	109	0	unsat	208	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0443.fof.smt2	unknown	25036	0	unknown	25036	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/M412-008__flow_functions_with_depends__foo.adb_126_12_precondition___00.smt2	unknown	108	0	unknown	107	0	B
UFLIA/simplify/javafe.filespace.PkgTree.479.smt2	unknown	24134	0	unknown	24633	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0515.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/M412-032__prove_line__gene2.adb_5_14_main.adb_6_4_overflow_check___00.smt2	unknown	109	0	unknown	109	0	A
UFLIA/simplify/javafe.filespace.Resolve.487.smt2	unsat	1712	0	unsat	1709	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0567.fof.smt2	unsat	109	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/M503-001__typinv__globals.ads_17_14_invariant_check___00.smt2	unsat	110	0	unsat	107	0	B
UFLIA/simplify/javafe.filespace.Resolve.492.smt2	unsat	209	0	unsat	108	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0615.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/M503-001__typinv__globals.ads_23_14_invariant_check___00.smt2	unsat	110	0	unsat	107	0	A
UFLIA/simplify/javafe.genericfile.NormalGenericFile.528.smt2	unsat	109	0	unsat	106	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0854.fof.smt2	unsat	110	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/M528-033__refinedpost__refined.adb_4_39_overflow_check___00.smt2	unsat	110	0	unsat	109	0	B
UFLIA/simplify/javafe.tc.ConstantExpr.640.smt2	unknown	19831	0	unknown	19229	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0896.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/M613-039__expr_actions__a-cofove.ads_712_38_list.ads_9_4_range_check___00.smt2	unsat	109	0	unsat	109	0	A
UFLIA/simplify/javafe.util.StackVector.826.smt2	unknown	24135	0	unknown	24134	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0976.fof.smt2	unsat	110	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/M823-017__fixed_points__binary_fixed.adb_32_14_overflow_check2___00.smt2	unsat	109	0	unsat	109	0	B
UFLIA/simplify2/front_end_suite/javafe.CopyLoaded.011.smt2	unsat	910	0	unsat	908	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_1163.fof.smt2	unsat	109	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/MA29-016__flow_pre_post__foo.ads_4_4_initial_condition___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/simplify2/front_end_suite/javafe.CopyLoaded.015.smt2	unknown	24133	0	unknown	24532	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_1222.fof.smt2	unsat	410	0	unsat	409	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/MA29-016__flow_refinement__levels.adb_127_25_refined_post___00.smt2	unknown	16128	0	unknown	16026	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.CastExpr.011.smt2	unknown	25137	0	unknown	25034	0	A
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_1377.fof.smt2	unsat	109	0	unsat	107	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/MA29-016__flow_refinement__levels.ads_16_21_postcondition___00.smt2	unsat	109	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.ClassLiteral.002.smt2	unknown	25036	0	unknown	25135	0	B
AUFLIRA/nasa/fol_simplify_array_only/gauss_init_1408.fof.smt2	unsat	111	0	unsat	109	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/MB11-008__flow_use_global_aspect_in_generated_globals__foo.adb_11_14_foo.adb_20_7_overflow_check___00.smt2	unknown	110	0	unknown	108	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorInvocation.003.smt2	unknown	25138	0	unknown	25027	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_array_0015.fof.smt2	unsat	109	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/MB14-009__for_loops_iterable__a-cofuve.ads_237_63_a-cfdlli.ads_69_7_for_loops_on_lists.ads_5_4_range_check___00.smt2	unsat	109	0	unsat	107	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.DefaultVisitor.001.smt2	unsat	610	0	unsat	708	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0148.fof.smt2	unsat	310	0	unsat	308	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N130-012__flow_consume_proof_ins__test.ads_19_21_postcondition___00.smt2	unsat	110	0	unsat	109	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.FieldDecl.003.smt2	unknown	25134	0	unknown	25032	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0202.fof.smt2	unsat	109	0	unsat	107	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N306-009__operators__a-cfdlli.ads_1379_20_inst_ext_ax.ads_5_4_precondition___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.GenericBlockStmt.003.smt2	unsat	109	0	unsat	108	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0295.fof.smt2	unsat	110	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N306-009__operators__a-cfdlli.ads_469_49_inst_ext_ax.ads_5_4_overflow_check___00.smt2	unknown	310	0	unknown	307	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.IfStmt.009.smt2	unsat	710	0	unsat	709	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0519.fof.smt2	unsat	109	0	unsat	109	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N306-009__operators__a-cofuve.ads_237_63_a-cfdlli.ads_69_7_inst_ext_ax.ads_5_4_range_check___00.smt2	unsat	110	0	unsat	109	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.ImportDeclVec.005.smt2	unknown	24131	0	unknown	24132	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0138.fof.smt2	unsat	110	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N317-015__inlining__incr_expr_fun.adb_18_22_assert___00.smt2	unsat	109	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.InitBlock.002.smt2	unknown	25135	0	unknown	25035	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0214.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N317-015__inlining__incr_expr_fun.adb_6_63_overflow_check___00.smt2	unknown	110	0	unknown	109	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.LocalVarDecl.005.smt2	unknown	25037	0	unknown	25135	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0283.fof.smt2	unsat	110	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N317-015__types__ident.adb_52_21_range_check___00.smt2	unsat	109	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.MethodDecl.002.smt2	unknown	25135	0	unknown	25033	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0290.fof.smt2	unsat	209	0	unsat	208	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N430-037__ipstack_buffer__buf-no_data.adb_11_42_overflow_check___00.smt2	unknown	109	0	unknown	107	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.NewInstanceExpr.002.smt2	unknown	25036	0	unknown	25133	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0295.fof.smt2	unsat	110	0	unsat	107	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N502-004__ipstack_effects__aip-net.adb_20_23_overflow_check___00.smt2	unsat	109	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.ReturnStmt.011.smt2	unknown	25135	0	unknown	25034	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0318.fof.smt2	unsat	109	0	unsat	107	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N616-029__vscomp2014__a-cofove.ads_745_14_sum_elem.ads_17_4_precondition___00.smt2	unsat	109	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.SingleTypeImportDecl.006.smt2	unsat	709	0	unsat	708	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0516.fof.smt2	unsat	109	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N617-011__mutable_discr__discr.adb_112_27_range_check___00.smt2	unsat	108	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.SkipStmt.006.smt2	unknown	25135	0	unknown	24132	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0074.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N619-018__formal_object__user.adb_13_19_assert___00.smt2	unknown	210	0	unknown	208	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.009.smt2	unsat	710	0	unsat	708	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0151.fof.smt2	unsat	109	0	unsat	109	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N708-013__flow_untangle_untangle__foo.adb_46_33_loop_invariant_preserv___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.TypeDeclVec.010.smt2	unsat	108	0	unsat	108	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0175.fof.smt2	unsat	109	0	unsat	107	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N709-001__contracts__unit3.adb_13_12_precondition___00.smt2	unsat	109	0	unsat	107	0	A
UFLIA/simplify2/front_end_suite/javafe.ast.TypeDeclVec.021.smt2	unknown	24133	0	unknown	24132	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0307.fof.smt2	unsat	110	0	unsat	108	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/N711-045__flow_default_init_cond__dic.adb_13_63_overflow_check___00.smt2	unknown	910	0	unknown	908	0	B
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.040.smt2	unsat	109	0	unsat	108	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0612.fof.smt2	unsat	111	0	unsat	109	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/N715-015__flow_oo_basic__tests.adb_609_26_tag_check___00.smt2	unknown	1912	0	unknown	1911	0	A
UFLIA/simplify2/front_end_suite/javafe.filespace.HashTree.002.smt2	unknown	24134	0	unknown	24126	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0757.fof.smt2	unsat	110	0	unsat	109	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/NA20-055__flow_support_ghost_entities__casper.adb_11_22_assert___00.smt2	unsat	110	0	unsat	108	0	B
UFLIA/simplify2/front_end_suite/javafe.filespace.LookAheadEnum.004.smt2	unsat	1410	0	unsat	1409	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0770.fof.smt2	unsat	110	0	unsat	108	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/NA30-015__cursor__a-cfdlli.ads_853_39_cursors.ads_5_4_precondition___00.smt2	unsat	110	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.filespace.PathComponent.005.smt2	unsat	210	0	unsat	308	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1336.fof.smt2	unsat	109	0	unsat	109	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/NB19-026__flow_formal_vectors__a-cfinve.ads_602_28_indefinite_bounded.ads_6_4_overflow_check___00.smt2	unsat	109	0	unsat	107	0	B
UFLIA/simplify2/front_end_suite/javafe.parser.TokenQueue.008.smt2	unknown	24134	0	unknown	24132	0	A
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1360.fof.smt2	unsat	108	0	unsat	107	0	B
UFDTLIRA/20200306-Kanig/spark2014bench/NB19-026__flow_formal_vectors__indefinite_bounded.adb_108_22_precondition___00.smt2	unsat	208	0	unsat	108	0	A
UFLIA/simplify2/front_end_suite/javafe.reader.StandardTypeReader.009.smt2	unknown	24233	0	unknown	24132	0	B
AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1618.fof.smt2	unsat	409	0	unsat	408	0	A
UFDTLIRA/20200306-Kanig/spark2014bench/NB19-026__flow_formal_vectors__indefinite_bounded.adb_37_25_assert___00.smt2	unknown	25034	0	unknown	25133	0	B
UFLIA/simplify2/front_end_suite/javafe.tc.ConstantExpr.008.smt2	unknown	25134	0	unknown	25033	0	A
