file	verdict	partial	bucket	terminal_route	terminal_reason	terminal_detail	bound_by	elapsed_ms	status	n_vars	max_degree	n_assert	has_div
QF_NRA/20200911-Pine/1599121863243316000.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	2810	unknown	4	2	1	0
QF_NRA/20200911-Pine/1599121905450496000.smt2	unknown	no	nra/incomplete [online CDCL(T) LRA model did not replay (arithmetic outside the incremental en]	nra	incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	nra	12621	unknown	4	5	1	0
QF_NRA/20200911-Pine/1599122164633784000.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	3711	unknown	4	2	1	0
QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	24133	sat	6	2	1	0
QF_NRA/20211101-Geogebra/Triangle-Bottema1_17.smt2	unknown	no	cas-ideal-refuter/incomplete [no combination of the asserted equations collapsed to a constant of the refuti]	cas-ideal-refuter	incomplete	no combination of the asserted equations collapsed to a constant of the refuting sign	cas-ideal-refuter	22127	sat	7	4	1	0
QF_NRA/20220314-Uncu/Polynomial_Proof_Calls/ProveIneq_ISSAC05_SignPattern_Lemma2.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 55 cross-products project to 1107 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	5113	unsat	4	17	1	0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	12019	unsat	4	5	1	0
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_8_3.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	15523	unsat	5	3	1	0
QF_NRA/hycomp/etcs_braking_2.01.redlog_global_15.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 638 cross-products project to 13652 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24432	unsat	350	4	1	0
QF_NRA/hycomp/simple_ballistics_reach.01.seq_lazy_linear_enc_global_9.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 180 cross-products project to 4213 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	17425	unknown	90	4	1	0
QF_NRA/kissing/kissing_4_8.smt2	unknown	no	nra-real-root/not-applicable	nra-real-root	not-applicable		nra-real-root	24327	sat	32	2	36	0
QF_NRA/LassoRanker/CooperatingT2/byron-2.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 5384 cross-products project to 97942 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24833	unknown	3881	2	505	0
QF_NRA/LassoRanker/CooperatingT2/eric2.t2.c_Iteration9_Loop_3-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 883 cross-products project to 16756 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24230	unknown	986	2	40	0
QF_NRA/LassoRanker/CooperatingT2/heidy7.t2.c_Iteration2_Lasso_2-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 524 cross-products project to 10019 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24134	unsat	397	2	57	0
QF_NRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 5672 cross-products project to 104422 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24732	unknown	5149	2	505	0
QF_NRA/LassoRanker/CooperatingT2/polyrank4.t2.c_Iteration9_Loop_2-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 184 cross-products project to 3749 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24232	unknown	217	2	22	0
QF_NRA/LassoRanker/CooperatingT2/spiral.t2.c_Iteration22_Loop_4-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 1476 cross-products project to 28183 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24237	unknown	1403	2	169	0
QF_NRA/LassoRanker/SV-COMP/BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 336 cross-products project to 7227 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24131	sat	509	2	64	0
QF_NRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	yes	killed mid-search: dl-online/not-applicable	dl-online	not-applicable		dl-online	25233	unknown	32002	2	2526	0
QF_NRA/LassoRanker/SV-COMP/min_rf_true-termination.c_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 2928 cross-products project to 56352 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24331	unknown	3659	2	337	0
QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 420 cross-products project to 8412 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24236	sat	502	2	62	0
QF_NRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 1752 cross-products project to 41444 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24433	unsat	4132	2	566	0
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 295 cross-products project to 5799 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24132	sat	284	2	31	0
QF_NRA/LassoRanker/Ultimate/SantaBarbara01.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 179 cross-products project to 3930 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24232	unsat	228	2	40	0
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 1564 cross-products project to 31225 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24330	unknown	2509	2	22	0
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0014.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONS]	nra	budget	lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONSTRAINTS size guard (a size bound, not the clock), then the exact-rational simplex 	nra	12422	sat	4	4	1	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0018.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	18927	sat	4	4	1	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0089.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONS]	nra	budget	lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONSTRAINTS size guard (a size bound, not the clock), then the exact-rational simplex 	nra	14223	sat	4	4	1	0
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0159.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONS]	nra	budget	lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONSTRAINTS size guard (a size bound, not the clock), then the exact-rational simplex 	nra	13622	sat	4	4	1	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0242.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	10318	unsat	3	5	1	0
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0545.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	11818	unsat	3	8	1	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0243.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	12220	sat	3	7	1	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	13121	unsat	3	8	1	0
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0653.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 58 cross-products project to 1149 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	2810	sat	3	11	1	0
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	unknown	no	q:nat-induction/not-applicable	q:nat-induction	not-applicable		fd:parse	108	sat	3	12	1	0
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0080.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	809	unsat	3	6	1	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	711	unsat	3	10	1	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0146.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	1910	unsat	3	8	1	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	unknown	no	nra/budget [lra: both engines declined — the exact-rational simplex ran first and declined]	nra	budget	lra: both engines declined — the exact-rational simplex ran first and declined in exact arithmetic (its own deadline, its pivot budget, or a zero-divisor declin	nra	3712	unsat	3	16	1	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0017.smt2	unknown	no	nra/budget [nonlinear abstraction: refinement round bound reached (raise the budget to att]	nra	budget	nonlinear abstraction: refinement round bound reached (raise the budget to attempt more)	nra	4712	sat	4	2	1	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	4611	unsat	4	4	1	0
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0139.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONS]	nra	budget	lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONSTRAINTS size guard (a size bound, not the clock), then the exact-rational simplex 	nra	24125	sat	4	3	1	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	unknown	yes	killed mid-search: dl-online/not-applicable	dl-online	not-applicable		dl-online	25030	unsat	3	13	1	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0081.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONS]	nra	budget	lra: both engines declined — Fourier–Motzkin hit its deterministic MAX_FM_CONSTRAINTS size guard (a size bound, not the clock), then the exact-rational simplex 	nra	24134	unsat	3	3	1	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	24132	sat	3	3	1	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0204.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	12622	unsat	3	12	1	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	unknown	no	q:nat-induction/not-applicable	q:nat-induction	not-applicable		fd:parse	2112	sat	3	10	1	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160.smt2	unknown	no	q:nat-induction/not-applicable	q:nat-induction	not-applicable		fd:parse	2111	unsat	3	10	1	0
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	12220	unsat	3	4	1	0
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0046.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	12824	sat	3	4	1	0
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	4112	unsat	3	3	1	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0147.smt2	unknown	no	nra/budget [nonlinear abstraction: refinement round bound reached (raise the budget to att]	nra	budget	nonlinear abstraction: refinement round bound reached (raise the budget to attempt more)	nra	19229	unsat	3	8	1	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	4914	sat	3	10	1	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0291.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	3911	sat	3	6	1	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	5314	sat	3	10	1	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0419.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	709	unsat	3	14	1	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	1511	sat	3	20	1	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0543.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	12419	sat	3	12	1	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	12421	sat	3	7	1	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0203.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	3111	sat	3	11	1	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0129.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	3912	unsat	3	10	1	0
QF_NRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0131.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	7415	sat	3	6	1	0
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	208	sat	3	4	1	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0228.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	12521	sat	3	24	1	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2	unknown	no	nra/budget [lra: both engines declined — the exact-rational simplex ran first and found th]	nra	budget	lra: both engines declined — the exact-rational simplex ran first and found the system infeasible with no rational Farkas certificate, a strict-delta refutation	nra	1912	unsat	3	36	1	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0354.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	108	unsat	3	20	1	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	unknown	no	nra/incomplete [online CDCL(T) LRA model did not replay (arithmetic outside the incremental en]	nra	incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	nra	12219	sat	3	32	1	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0562.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	3311	sat	3	8	1	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	unknown	no	nra/budget [lra: both engines declined — the exact-rational simplex ran first and found th]	nra	budget	lra: both engines declined — the exact-rational simplex ran first and found the system infeasible with no rational Farkas certificate, a strict-delta refutation	nra	1810	sat	3	36	1	0
QF_NRA/meti-tarski/sqrt/circles/3/sqrt-circles-3-chunk-0021.smt2	unknown	no	nra/budget [lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a ]	nra	budget	lra: both engines declined — Fourier–Motzkin stopped on the deadline inside a variable's cross product, then the exact-rational simplex fallback stopped on the 	nra	12421	unsat	4	2	1	0
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0089.smt2	unknown	no	nra/incomplete [nonlinear abstraction: refinement reached a fixpoint without deciding]	nra	incomplete	nonlinear abstraction: refinement reached a fixpoint without deciding	nra	9717	unsat	3	8	1	0
QF_NRA/UltimateAutomizer/InVarSynth_pcatest1.bpl_Iteration1_1.smt2	unknown	no	nra/budget [nonlinear abstraction: N cross-products project to N linear-real atoms, past t]	nra	budget	nonlinear abstraction: 480 cross-products project to 9066 linear-real atoms, past the consuming engine's capacity of 1024 (this needs a nlsat/CAD engine)	nra	24335	sat	718	2	29	0
