file	status	n_vars	max_degree	n_assert	has_div	has_div_const	max_abs_int_log2	has_to_int	has_ite	has_top_or
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0653.smt2	sat	3	11	1	0	1	11	0	0	0
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	sat	3	12	1	0	1	174	0	0	0
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0080.smt2	unsat	3	6	1	0	1	61	0	0	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	unsat	3	10	1	0	1	100	0	0	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0146.smt2	unsat	3	8	1	0	1	100	0	0	0
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	unsat	3	16	1	0	1	106	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0017.smt2	sat	4	2	1	0	0	3	0	0	0
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0266.smt2	unsat	4	4	1	0	0	8	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0139.smt2	sat	4	3	1	0	0	4	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	unsat	3	13	1	0	0	1	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0081.smt2	unsat	3	3	1	0	0	8	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	sat	3	3	1	0	0	7	0	0	0
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0204.smt2	unsat	3	12	1	0	1	35	0	0	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	sat	3	10	1	0	1	319	0	0	0
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160.smt2	unsat	3	10	1	0	1	326	0	0	0
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	unsat	3	4	1	0	0	7	0	0	0
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0046.smt2	sat	3	4	1	0	1	6	0	0	0
QF_NRA/meti-tarski/RL-high-pass-circuit/RL-high-pass-circuit-gain-chunk-0012.smt2	unsat	3	3	1	0	1	31	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0147.smt2	unsat	3	8	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	sat	3	10	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0291.smt2	sat	3	6	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0353.smt2	sat	3	10	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0419.smt2	unsat	3	14	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	sat	3	20	1	0	1	45	0	0	0
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0543.smt2	sat	3	12	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	sat	3	7	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0203.smt2	sat	3	11	1	0	1	26	0	0	0
QF_NRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0129.smt2	unsat	3	10	1	0	1	30	0	0	0
QF_NRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0131.smt2	sat	3	6	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0050.smt2	sat	3	4	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0228.smt2	sat	3	24	1	0	1	71	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0291.smt2	unsat	3	36	1	0	1	107	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0354.smt2	unsat	3	20	1	0	1	46	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	sat	3	32	1	0	1	92	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0562.smt2	sat	3	8	1	0	1	25	0	0	0
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	sat	3	36	1	0	1	107	0	0	0
QF_NRA/meti-tarski/sqrt/circles/3/sqrt-circles-3-chunk-0021.smt2	unsat	4	2	1	0	1	2	0	0	0
QF_NRA/meti-tarski/sqrt/problem/12vars3/sqrt-problem-12vars3-chunk-0089.smt2	unsat	3	8	1	0	1	7	0	0	0
QF_NRA/UltimateAutomizer/InVarSynth_pcatest1.bpl_Iteration1_1.smt2	sat	718	2	29	0	0	0	0	0	1
