file	base	base_ms	arm	arm_ms	first
N602-053__update__sorters.adb_15_45_range_check___00.smt2	unsat	112539230	unsat	1610586117112738598	arm
N613-027__transitive__sorters.adb_33_29_index_check___00.smt2	unsat	112244746	unsat	111837013	base
N613-027__transitive__sorters.adb_56_43_index_check___00.smt2	unsat	111731359	unsat	113824142	arm
N624-020__perm_rem__perm.adb_135_35_precondition2___00.smt2	unsat	110697259	unsat	-1610586117788375349	base
N624-020__perm_rem__perm.adb_140_43_index_check2___00.smt2	unsat	312970712	unsat	1610586118212438740	arm
N624-020__perm_rem__perm.adb_166_15_precondition4___00.smt2	unsat	211777476	unsat	311320827	base
N624-020__perm_rem__perm.adb_247_50_precondition3___00.smt2	unsat	1311961771	unknown	25126052014	arm
N624-020__perm_rem__perm.adb_251_34_assert___00.smt2	unsat	-1610586142687516655	unsat	1610586143412127476	base
N624-020__perm_rem__perm.adb_253_54_overflow_check___00.smt2	unsat	412293635	unsat	412729230	arm
N624-020__perm_rem__perm.adb_270_28_precondition___00.smt2	unsat	1011637122	unsat	1711889299	base
N624-020__perm_rem__perm.adb_290_43_precondition4___00.smt2	unsat	311079250	unsat	311155111	arm
N624-020__perm_rem__perm.adb_330_31_precondition___00.smt2	unsat	311120036	unsat	211128429	base
N624-020__perm_rem__perm.adb_350_29_precondition2___00.smt2	unknown	25027137911	unknown	25126721651	arm
N624-020__perm_rem__perm.adb_62_28_precondition4___00.smt2	unsat	-1610586192788414516	unsat	1610586194212864034	base
N624-020__perm_rem__sort.adb_123_22_precondition3___00.smt2	unsat	-1610586194286973297	unsat	111595713	arm
N624-020__perm_rem__sort.adb_42_36_precondition___00.smt2	unknown	1610586219528260426	unknown	25027474590	base
N624-020__perm_rem__sort.adb_67_36_precondition3___00.smt2	unknown	25029889195	unknown	25129809986	arm
N624-020__perm_rem__sort.adb_69_28_precondition3___00.smt2	unsat	111582699	unsat	111791213	base
N624-020__perm_rem__sort.adb_84_41_precondition3___00.smt2	unknown	25029881460	unknown	25130537106	arm
N624-020__perm_rem__sort.adb_87_52_precondition___00.smt2	unknown	25130198555	unknown	25030147311	base
N915-008__flow_acats_oo__c392004.adb_15_13_c392004.adb_57_3_precondition___00.smt2	unknown	24730972954	unknown	24832033732	arm
N915-008__flow_acats_oo__cc1311a.adb_345_11_cc1311a.adb_447_6_range_check___00.smt2	unsat	111079761	unsat	112806618	base
NA29-017__prove_all__sorting.adb_103_59_index_check10___00.smt2	unsat	-1610586420187181951	unsat	112320220	arm
NA29-017__prove_all__sorting.adb_41_18_range_check10___00.smt2	unsat	1610586420411835185	unsat	112899208	base
NA29-017__prove_all__sorting.adb_87_23_range_check4___00.smt2	unsat	111777328	unsat	111795622	arm
NB24-034__flow_spurious_ghost_warning__sorters.adb_67_50_overflow_check___00.smt2	unsat	112059639	unsat	112119108	base
O416-002__type_contracts__communications.adb_7_16_length_check___00.smt2	unknown	-1610586435475853539	unknown	18124800638	arm
O512-022__fibonacci__fib.ads_52_66_index_check___00.smt2	unsat	1610586453911940442	unsat	311687776	base
O512-022__prefix_sum__prefixsum_expanded.ads_35_9_unreachable_branch___00.smt2	unknown	13321554704	unknown	13222487478	arm
O512-022__vscomp2014_partition_rte__partition_refinement.adb_197_7_precondition2___00.smt2	unknown	24333279393	unknown	24229648356	base
OC01-011__justify_aliasing__aliasing.adb_13_16_index_check___00.smt2	unknown	-1610586541071277579	unknown	24126536908	arm
P412-021__conc_discr_dyn__p.ads_14_44_length_check___00.smt2	unsat	1610586565411409756	unsat	212488197	base
P518-021__frame_for_max__frame_condition.adb_222_26_frame_condition.adb_234_7_index_check___00.smt2	unsat	110695041	unsat	111523059	arm
P518-021__frame_for_max__frame_condition.ads_28_42_index_check___00.smt2	unsat	211414205	unsat	-1610586565987464824	base
P820-002__protected_out__polyorb_hi-output.adb_202_34_overflow_check___00.smt2	unsat	111808074	unsat	112020447	arm
Q328-034__mut_discr__input.ads_11_14_postcondition___00.smt2	unknown	25030097270	unknown	24029480664	base
Q424-003__if_expression__string_utilities.adb_38_56_overflow_check___00.smt2	unsat	212149852	unsat	210790674	arm
Q607-015__quantifiers__search_ter_p.ads_11_7_range_check___00.smt2	unsat	110317835	unsat	-1610586610988593916	base
Q802-009__count_locations__count_locations.adb_15_33_loop_invariant_preserv___00.smt2	unknown	24129788898	unknown	1610586635128176538	arm
Q930-002__itp__bounded_dynamic_arrays.adb_131_9_bounded_dynamic_strings.ads_5_1_predicate_check___00.smt2	unsat	213321134	unsat	111925111	base
Q930-002__itp__bounded_dynamic_arrays.adb_254_34_bounded_dynamic_strings.ads_5_1_loop_invariant_preserv___00.smt2	unknown	24129889493	unknown	24130796768	arm
Q930-002__itp__bounded_dynamic_arrays.ads_47_14_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2	unsat	-1771645368129186060	unsat	1771645368350715177	base
QA23-042__ok_pointers__spark04.adb_28_32_range_check___00.smt2	unknown	1610586706316351967	unknown	-1610586697984202815	arm
R125-020__comparison__longest_common_prefix.adb_14_13_range_check___00.smt2	unsat	110933060	unsat	111827218	base
R419-026__swap_ranges__swap_ranges.adb_43_13_range_check___00.smt2	unsat	111588408	unsat	111495276	arm
R427-016__check_on_param_call__formals_arr_split_pred.adb_38_7_predicate_check___01.smt2	unsat	-1610586706388484246	unsat	1610586706610815612	base
R509-011__higher_order_proof__why_05d8e6_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25032223351	unknown	25130498705	arm
R509-011__higher_order_proof__why_192f37_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112083400	unsat	113546559	base
R509-011__higher_order_proof__why_335634_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1613959431	unsat	1613146201	arm
R509-011__higher_order_proof__why_4d217c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	111592917	unsat	-1610586754987205558	base
R509-011__higher_order_proof__why_682eec_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	911174499	unsat	812388349	arm
R509-011__higher_order_proof__why_713c2f_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24429791376	unknown	25029581638	base
R509-011__higher_order_proof__why_80eaf9_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25030901672	unknown	25031296170	arm
R509-011__higher_order_proof__why_92036a_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25131374569	unknown	25031986493	base
R509-011__higher_order_proof__why_9e9a2f_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	111904090	unsat	110776751	arm
R509-011__higher_order_proof__why_dce2b6_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24129956505	unknown	-1610586910969910899	base
R509-011__higher_order_proof__why_eb8896_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	111885676	unsat	211090688	arm
R509-011__higher_order_proof__why_f8f7f1_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	112139825	unsat	112784053	base
R705-035__concat__main.adb_19_42_range_check___01.smt2	unsat	3413126660	unsat	3414221669	arm
RB12-009__counterexample_pointer__counterexamples.adb_48_31_range_check___00.smt2	unknown	211157311	unknown	111790421	base
RM_Examples__update_examples.ads_54_19_postcondition___00.smt2	unknown	25030580530	unknown	24229664285	arm
RM_MS__other_proof_types_and_functions__stack_external_prover.adb_32_32_index_check___00.smt2	unknown	9819084590	unknown	9718512427	base
S117-008__pointer__formal_vectors.adb_128_33_use_formal_vectors.ads_10_4_loop_invariant_preserv___00.smt2	unknown	111917846	unknown	111834532	arm
S117-008__pointer__formal_vectors.adb_147_22_use_formal_vectors.ads_10_4_overflow_check___00.smt2	unknown	-1610587004288356510	unknown	1610587004511799958	base
S205-024__pointer_membership__membership.adb_8_17_range_check___00.smt2	unsat	2113147995	unsat	2112541145	arm
S322-028__for_in_termination__bounded_table.adb_42_25_repro_main.adb_9_4_range_check___00.smt2	unsat	1812137157	unsat	1711653146	base
S711-051__exprfun_call_in_assert__test.ads_14_14_postcondition___00.smt2	unsat	1610587011711188651	unsat	-1610587011489349180	arm
adacore_u__stack.ads_31_58_precondition___00.smt2	unknown	22427219903	unknown	24830869206	base
adacore_u__use_stack.adb_9_31_precondition___00.smt2	unsat	110909026	unsat	112443906	arm
ghc_sort__ghc_sort.adb_15_42_index_check___00.smt2	unsat	112761391	unsat	111826397	base
ghc_sort__ghc_sort.adb_22_69_overflow_check___00.smt2	unsat	1610587054911765926	unsat	-1610587054689059877	arm
ghc_sort__ghc_sort.adb_82_55_index_check___00.smt2	unknown	24330554926	unknown	24430789828	base
longest_common_prefix__lcp.ads_18_3_disjoint_contract_cases___00.smt2	unsat	413041151	unsat	511363146	arm
patience__patience.adb_64_40_range_check___00.smt2	unsat	-1610587099689250018	unsat	111767641	base
prime_numbers__prime_and_coprime_numbers.adb_160_16_test_prime_and_coprime_numbers.adb_6_4_overflow_check___00.smt2	unknown	14021608629	unknown	1610587114823064605	arm
riposte__array_applications__why_28e8d2_array_applications-T-defqtvc__00.smt2	unsat	111781543	unsat	110910647	base
riposte__arrays__arrays.adb_71_19_postcondition___00.smt2	unsat	111014219	unsat	111605889	arm
string_search__string_search.ads_38_56_range_check___00.smt2	unsat	212362604	unsat	-1610587126687897725	base
tagged_stacks__stacks.ads_31_98_overflow_check___00.smt2	unknown	14825232848	unknown	1610587143223848895	arm
tetris__tetris_integrity.adb_94_36_loop_invariant_preserv___00.smt2	unknown	22431475835	unknown	-1610587172870952462	base
