file	status	asserts	pos_forall_unit	pos_forall_split	split_whitelisted	split_refused	forall_under_binder	exists_pos	any_quant	multi_binder_unit	mbqi_exit_pred	activation_target	widen_target	engine_wl	engine_refused	engine_widen_target
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2.core.smt2	OK	1	0	0	0	0	2	6	8	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2.core.smt2	OK	3	1	0	0	0	2	1	4	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_Q930-002__itp__bounded_dynamic_arrays.ads_66_13_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2.core.smt2	OK	2	1	0	0	0	0	1	2	0	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	2	1	0	0	0	23	4	28	1	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	2	1	0	0	0	21	15	37	1	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_2309ac_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	1	0	1	0	1	29	12	42	0	quantifier-below-top-level	1	1	0	1	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_7beb29_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	5	5	0	0	0	12	0	17	1	nested-binder-in-matrix	1	0	5	4	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_880db6_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	2	1	1	0	1	31	1	34	1	quantifier-below-top-level	1	1	0	1	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_aa8afb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	3	2	1	0	1	1	0	4	1	quantifier-below-top-level	1	1	0	1	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_b5aa01_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	2	1	0	0	0	0	0	1	1	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R509-011__higher_order_proof__why_ec30e5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2.core.smt2	OK	2	1	0	0	0	0	0	1	1	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R514-013__invariant__sorted.ads_14_14_postcondition___00.smt2.core.smt2	OK	3	2	0	0	0	2	1	5	1	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R728-002__aggregates__pragmarc-b_strings.adb_79_22_range_check___00.smt2.core.smt2	OK	1	0	0	0	0	8	1	9	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_R906-030__recursion__test_rec.adb_45_33_loop_invariant_preserv___00.smt2.core.smt2	OK	1	0	0	0	0	30	6	36	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_RB05-005__unsound__main.adb_13_74_main.adb_22_4_range_check___00.smt2.core.smt2	OK	3	2	0	0	0	6	4	12	1	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_RM_Examples__stacks_1.ads_14_19_postcondition___00.smt2.core.smt2	OK	3	2	0	0	0	3	1	6	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_RM_MS__attributes_of_unconstrained_out_parameter_in_precondition__p.ads_10_19_postcondition___00.smt2.core.smt2	OK	4	3	0	0	0	7	1	11	2	nested-binder-in-matrix	1	0	0	1	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_RM_MS__other_proof_types_and_functions__stack_functional_spec.ads_58_21_postcondition___00.smt2.core.smt2	OK	3	2	0	0	0	16	1	19	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S117-008__pointer__formal_vectors.adb_101_33_use_formal_vectors.ads_10_4_loop_invariant_preserv___00.smt2.core.smt2	OK	2	0	0	0	0	41	1	42	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S117-008__pointer__formal_vectors.adb_118_8_use_formal_vectors.ads_10_4_predicate_check___00.smt2.core.smt2	OK	2	0	0	0	0	39	6	45	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S117-008__pointer__formal_vectors.adb_146_8_use_formal_vectors.ads_10_4_null_pointer_dereference___00.smt2.core.smt2	OK	3	1	0	0	0	42	4	47	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S117-008__pointer__formal_vectors.adb_182_35_use_formal_vectors.ads_10_4_null_pointer_dereference___01.smt2.core.smt2	OK	2	0	0	0	0	24	1	25	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S212-028__update__generic_ring_buffer.adb_78_13_tester.adb_9_4_predicate_check___00.smt2.core.smt2	OK	3	0	0	0	0	4	1	5	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S531-010__loop_frame_condition__do_loops.adb_131_19_index_check___00.smt2.core.smt2	OK	1	0	0	0	0	44	69	113	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S531-010__loop_frame_condition__do_loops.adb_47_13_index_check___00.smt2.core.smt2	OK	1	0	0	0	0	31	3	34	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_S531-010__loop_frame_condition__do_loops.adb_82_26_null_pointer_dereference___00.smt2.core.smt2	OK	1	0	0	0	0	37	29	66	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2.core.smt2	OK	2	1	0	0	0	0	1	2	0	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_adacore_u__communication.adb_41_32_overflow_check___00.smt2.core.smt2	OK	1	0	0	0	0	5	2	7	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_evoting__evoting.adb_229_13_loop_invariant_preserv___00.smt2.core.smt2	OK	1	0	0	0	0	10	12	22	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_ghc_sort__ghc_sort.adb_51_24_range_check___00.smt2.core.smt2	OK	1	0	0	0	0	14	17	31	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_ghc_sort__ghc_sort.adb_85_22_overflow_check___00.smt2.core.smt2	OK	1	0	0	0	0	11	11	22	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_riposte__array_applications__why_0df1aa_array_applications-T-defqtvc__00.smt2.core.smt2	OK	1	0	0	0	0	15	1	16	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_riposte__arrays__arrays.adb_161_16_index_check___00.smt2.core.smt2	OK	2	1	0	0	0	5	1	7	0	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_riposte__simple_arrays__simple_arrays.adb_101_22_postcondition___00.smt2.core.smt2	OK	3	1	0	0	0	2	1	4	0	nested-binder-in-matrix	1	0	0	1	1
/nas3/data/axeyum/harness/core-select/cores/AUFDTLIRA_20200306-Kanig_spark2014bench_tagged_stacks__stacks.adb_17_19_index_check___00.smt2.core.smt2	OK	2	1	0	0	0	5	1	7	0	quantifier-below-top-level	1	0	0	0	0
