file	status	asserts	pos_forall_unit	pos_forall_split	split_whitelisted	split_refused	forall_under_binder	exists_pos	any_quant	multi_binder_unit	mbqi_exit_pred	activation_target	widen_target	engine_wl	engine_refused	engine_widen_target
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_init_0966.fof.smt2	OK	14	12	0	0	0	11	1	24	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_0865.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_2071.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_0869.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_2106.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_3313.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0563.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/vc_normalize_subst/cl5_nebula_init_0040.fof.smt2	OK	14	12	7	0	7	2	7	28	11	quantifier-below-top-level	1	1	0	7	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/why/smtlib98320f.smt2	OK	97	94	0	0	0	334	1	429	0	nested-binder-in-matrix	1	0	0	15	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/gauss_init_0071.fof.smt2	OK	14	12	4	0	4	1	0	17	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/thruster_symm_0414.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0088.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0609.fof.smt2	OK	14	12	4	0	4	1	1	18	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0361.fof.smt2	OK	14	12	7	0	7	0	1	20	11	quantifier-below-top-level	1	1	0	7	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0486.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_1967.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_array_0205.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_init_1109.fof.smt2	OK	14	12	0	0	0	11	1	24	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_0965.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_2172.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_0970.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_2206.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_3414.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/cl5_nebula_init_0022.fof.smt2	OK	14	12	8	0	8	1	1	22	11	quantifier-below-top-level	1	1	0	8	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/vc_normalize_subst/gauss_array_0065.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/why/smtlibaf54f6.smt2	OK	97	94	0	0	0	314	1	409	0	nested-binder-in-matrix	1	0	0	15	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/gauss_init_0176.fof.smt2	OK	14	12	4	0	4	2	1	19	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_arithmetics/gauss_init_0191.fof.smt2	OK	14	12	4	0	4	1	1	18	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0188.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0709.fof.smt2	OK	14	12	3	0	3	1	0	16	11	quantifier-below-top-level	1	1	0	3	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0463.fof.smt2	OK	14	12	6	0	6	0	1	19	11	quantifier-below-top-level	1	1	0	6	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0642.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_2068.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_array_0306.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_init_1237.fof.smt2	OK	14	12	0	0	0	5	1	18	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_1066.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_2273.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_1070.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_2307.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/quaternion_ds1_inuse_0379.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/gauss_array_0013.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/vc_normalize_subst/quaternion_ds1_init_0011.fof.smt2	OK	14	12	7	0	7	1	8	28	11	quantifier-below-top-level	1	1	0	7	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/why/smtlibc3263d.smt2	OK	96	93	0	0	0	302	1	396	0	nested-binder-in-matrix	1	0	0	15	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/gauss_init_0292.fof.smt2	OK	14	12	2	0	2	1	0	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_arithmetics/quaternion_ds1_symm_0008.fof.smt2	OK	14	12	4	0	4	1	1	18	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0289.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_init_0810.fof.smt2	OK	14	12	4	0	4	1	0	17	11	quantifier-below-top-level	1	1	0	4	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0020.fof.smt2	OK	14	12	0	0	0	0	0	12	11	multi-binder-prefix	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_0763.fof.smt2	OK	14	12	0	0	0	0	1	13	11	quantifier-below-top-level	0	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_symm_2169.fof.smt2	OK	14	12	2	0	2	0	1	15	11	quantifier-below-top-level	1	1	0	2	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_array_0406.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_init_1338.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_1166.fof.smt2	OK	14	12	0	0	0	3	1	16	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_inuse_2373.fof.smt2	OK	14	12	0	0	0	1	1	14	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_1171.fof.smt2	OK	14	12	0	0	0	2	1	15	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/thruster_symm_2407.fof.smt2	OK	14	12	0	0	0	4	1	17	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_init_0254.fof.smt2	OK	14	12	0	0	0	10	1	23	11	quantifier-below-top-level	1	0	0	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/gauss_init_0075.fof.smt2	OK	14	12	4	0	4	1	0	17	11	quantifier-below-top-level	1	1	0	4	1
