file	status	asserts	pos_forall_unit	pos_forall_split	split_whitelisted	split_refused	forall_under_binder	exists_pos	any_quant	multi_binder_unit	mbqi_exit_pred	activation_target	widen_target
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/certificatestore/updatestore-8.smt2	OK	114	29	0	0	0	0	0	29	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/keystore/digest-127.smt2	OK	263	39	0	0	0	0	0	39	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/tokenreader/poll/checkcardstate-7.smt2	OK	193	51	0	0	0	3	5	59	20	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/AssignToRepField_AssignToRepField.N.smt2	OK	218	122	5	0	5	5	2	132	97	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Passification_good1-noinfer.smt2	OK	23	19	0	0	0	0	0	19	17	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/grasshopper/instantiated/union_check_heap_access_38_21.smt2	OK	61	23	0	0	0	0	0	23	9	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.ast.TypeDeclElemPragma.373.smt2	OK	86	73	2	0	2	3	1	79	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.BinaryExpr.010.smt2	OK	591	89	18	0	18	3	0	110	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.Modifiers.012.smt2	OK	138	84	0	0	0	3	0	87	48	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.067.smt2	OK	278	84	0	0	0	3	0	87	48	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.tc.TypeSig.001.smt2	OK	689	93	36	0	36	3	0	132	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/FFT/smtlib.594705.smt2	OK	69	66	0	0	0	0	0	67	51	quantifier-below-top-level	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1462528.smt2	OK	42	39	0	0	0	7	1	47	11	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.1175889.smt2	OK	536	519	1	0	1	55	32	607	415	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.1180449.smt2	OK	505	475	0	0	0	90	36	601	332	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/StrongNorm/smtlib.749048.smt2	OK	103	80	0	0	0	3	15	98	75	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TypeSafe/smtlib.1133139.smt2	OK	359	321	0	0	0	90	4	415	265	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/configdata/init/setdefaults-12.smt2	OK	97	29	0	0	0	0	0	29	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/keystore/digest-173.smt2	OK	279	40	0	0	0	0	0	40	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/userentry/progress-12.smt2	OK	76	33	0	0	0	0	0	33	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Bag2_Bag.Add_System.Int32.smt2	OK	218	124	13	0	13	5	3	142	98	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/PureAxioms_B.Dummy2-level_2.smt2	OK	252	136	4	0	4	11	2	151	106	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/grasshopper/uninstantiated/difference_check_heap_access_41_8.smt2	OK	67	37	2	2	0	0	0	39	22	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.ast.UnaryExpr.424.smt2	OK	86	80	19	0	19	3	2	104	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.CatchClauseVec.004.smt2	OK	159	86	7	0	7	4	0	97	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.ParenExpr.006.smt2	OK	589	89	19	0	19	3	0	111	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.filespace.HashTree.001.smt2	OK	116	83	3	0	3	3	3	92	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.tc.TypeSigVec.005.smt2	OK	191	86	27	0	27	12	3	128	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/FFT/smtlib.725125.smt2	OK	130	127	0	0	0	0	0	127	104	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1523261.smt2	OK	455	416	0	0	0	7	15	438	262	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.581330.smt2	OK	11	8	0	0	0	3	0	11	5	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.1237382.smt2	OK	5	3	0	0	0	3	1	7	3	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/StrongNorm/smtlib.812524.smt2	OK	134	117	0	0	0	21	13	151	94	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TypeSafe/smtlib.704617.smt2	OK	332	324	0	0	0	126	45	495	243	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/configdata/validatefile-11.smt2	OK	81	29	0	0	0	0	0	29	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/keystore/digest-219.smt2	OK	248	40	0	0	0	0	0	40	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/userentry/validateentry-8.smt2	OK	186	42	0	0	0	0	0	42	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/BasicMethodology_SubClass..ctor.smt2	OK	302	130	14	0	14	5	4	149	101	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Quantifiers_V1-noinfer.smt2	OK	28	25	0	0	0	0	0	25	19	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/grasshopper/uninstantiated/merge_loop_check_heap_access_60_6.smt2	OK	64	26	6	6	0	0	0	32	21	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.filespace.LookAheadEnum.474.smt2	OK	86	73	4	0	4	3	0	80	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.CompilationUnit.001.smt2	OK	599	89	26	0	26	4	0	119	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.RoutineDecl.002.smt2	OK	133	82	9	0	9	3	0	94	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.filespace.Resolve.010.smt2	OK	156	86	1	0	1	3	0	90	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.tc.Types.035.smt2	OK	626	91	45	0	45	3	0	139	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/FFT/smtlib.898060.smt2	OK	179	156	0	0	0	8	0	164	109	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.596470.smt2	OK	48	33	0	0	0	0	1	34	19	quantifier-below-top-level	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.660667.smt2	OK	78	75	0	0	0	12	2	89	54	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/QEpres/smtlib.609781.smt2	OK	76	65	0	0	0	0	3	68	50	quantifier-below-top-level	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/StrongNorm/smtlib.889061.smt2	OK	456	434	0	0	0	55	28	517	347	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/TypeSafe/smtlib.822202.smt2	OK	334	330	0	0	0	87	57	480	303	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/configdata/validatefile/readclearance-1.smt2	OK	66	27	0	0	0	0	0	27	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/keystore/digest-36.smt2	OK	249	38	0	0	0	0	0	38	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/tokeneer/usertoken/addauthcert-19.smt2	OK	272	56	0	0	0	0	0	56	20	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	OK	198	124	3	0	3	5	2	132	97	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/boogie/Spouse_Person..ctor.smt2	OK	261	125	12	0	12	5	2	142	98	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	OK	49	22	3	3	0	0	0	25	18	quantifier-below-top-level	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify/javafe.filespace.ZipTree.525.smt2	OK	86	77	2	0	2	3	0	82	39	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	OK	601	89	22	0	22	3	0	114	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.ast.StandardPrettyPrint.008.smt2	OK	633	91	101	0	101	4	0	196	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.filespace.ZipTree.005.smt2	OK	180	86	14	0	14	3	0	103	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.test.SuperlinksTest.004.smt2	OK	185	86	31	0	31	8	0	125	48	nested-binder-in-matrix	1	1
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/FFT/smtlib.994522.smt2	OK	12	6	0	0	0	0	0	6	1	multi-binder-prefix	0	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.651310.smt2	OK	268	256	0	0	0	20	0	276	193	nested-binder-in-matrix	1	0
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.755963.smt2	OK	115	109	0	0	0	21	5	135	91	quantifier-below-top-level	1	0
