index	colours	verdict	solve_s	steps	adds	check	check_s
64	1,2,1,1,1	unsat	0.008	1	1	passed	0.012
65	1,2,1,1,2	unsat	0.008	1	1	passed	0.008
66	1,2,1,1,3	unsat	0.009	1	1	passed	0.011
67	1,2,1,1,4	unsat	0.009	1	1	passed	0.011
69	1,2,1,2,2	unsat	0.008	1	1	passed	0.010
73	1,2,1,3,2	unsat	24.555	805616	408797	deferred	0.000
72	1,2,1,3,1	unsat	26.124	1074337	548478	deferred	0.000
74	1,2,1,3,3	unsat	11.739	383368	198090	deferred	0.000
71	1,2,1,2,4	unsat	56.262	1695804	857421	deferred	0.000
75	1,2,1,3,4	unsat	34.123	850770	431703	deferred	0.000
77	1,2,1,4,2	unsat	9.209	566000	289690	deferred	0.000
79	1,2,1,4,4	unsat	5.111	323033	166981	deferred	0.000
80	1,2,2,1,1	unsat	0.007	1	1	passed	0.008
81	1,2,2,1,2	unsat	0.007	1	1	passed	0.008
82	1,2,2,1,3	unsat	0.007	1	1	passed	0.008
83	1,2,2,1,4	unsat	0.007	1	1	passed	0.008
76	1,2,1,4,1	unsat	35.152	920603	467528	deferred	0.000
85	1,2,2,2,2	unsat	0.008	1	1	passed	0.009
84	1,2,2,2,1	unsat	4.457	295016	152365	deferred	0.000
87	1,2,2,2,4	unsat	1.864	174217	90079	deferred	0.000
86	1,2,2,2,3	unsat	5.923	245451	127901	deferred	0.000
88	1,2,2,3,1	unsat	15.861	875707	445563	deferred	0.000
78	1,2,1,4,3	unsat	35.941	925992	472594	deferred	0.000
90	1,2,2,3,3	unsat	3.218	280421	144259	deferred	0.000
89	1,2,2,3,2	unsat	24.720	763894	388710	deferred	0.000
91	1,2,2,3,4	unsat	7.640	526188	267798	deferred	0.000
70	1,2,1,2,3	unsat	111.149	2279702	1150718	deferred	0.000
94	1,2,2,4,3	unsat	8.475	531394	273027	deferred	0.000
96	1,2,3,1,1	unsat	0.005	1	1	passed	0.006
97	1,2,3,1,2	unsat	0.005	1	1	passed	0.005
98	1,2,3,1,3	unsat	0.005	1	1	passed	0.006
99	1,2,3,1,4	unsat	0.005	1	1	passed	0.006
95	1,2,2,4,4	unsat	2.490	136900	72007	deferred	0.000
101	1,2,3,2,2	unsat	0.007	1	1	passed	0.008
92	1,2,2,4,1	unsat	19.362	667526	343451	deferred	0.000
93	1,2,2,4,2	unsat	13.695	515304	265649	deferred	0.000
68	1,2,1,2,1	unsat	125.804	2178523	1105261	deferred	0.000
104	1,2,3,3,1	unsat	12.191	431971	223862	deferred	0.000
105	1,2,3,3,2	unsat	4.649	241905	124442	deferred	0.000
106	1,2,3,3,3	unsat	7.929	322331	166154	deferred	0.000
107	1,2,3,3,4	unsat	17.774	563115	287258	deferred	0.000
109	1,2,3,4,2	unsat	25.725	729711	375303	deferred	0.000
100	1,2,3,2,1	unsat	65.182	2217621	1125198	deferred	0.000
111	1,2,3,4,4	unsat	6.049	380837	195798	deferred	0.000
112	1,2,4,1,1	unsat	0.005	1	1	passed	0.007
113	1,2,4,1,2	unsat	0.005	1	1	passed	0.006
114	1,2,4,1,3	unsat	0.005	1	1	passed	0.006
115	1,2,4,1,4	unsat	0.005	1	1	passed	0.006
108	1,2,3,4,1	unsat	52.811	1308457	663939	deferred	0.000
117	1,2,4,2,2	unsat	0.008	1	1	passed	0.009
110	1,2,3,4,3	unsat	36.358	990753	502049	deferred	0.000
103	1,2,3,2,4	unsat	111.706	1993736	1006983	deferred	0.000
102	1,2,3,2,3	unsat	126.082	2251680	1141013	deferred	0.000
120	1,2,4,3,1	unsat	19.782	661141	337227	deferred	0.000
121	1,2,4,3,2	unsat	13.331	515818	266503	deferred	0.000
118	1,2,4,2,3	unsat	64.932	1344408	685574	deferred	0.000
122	1,2,4,3,3	unsat	6.680	254723	131214	deferred	0.000
125	1,2,4,4,2	unsat	2.730	156269	82014	deferred	0.000
124	1,2,4,4,1	unsat	8.521	321097	165004	deferred	0.000
126	1,2,4,4,3	unsat	6.556	267161	137356	deferred	0.000
128	1,3,1,1,1	unsat	0.007	1	1	passed	0.008
129	1,3,1,1,2	unsat	0.007	1	1	passed	0.007
130	1,3,1,1,3	unsat	0.007	1	1	passed	0.008
131	1,3,1,1,4	unsat	0.006	1	1	passed	0.008
127	1,2,4,4,4	unsat	4.540	195972	101255	deferred	0.000
133	1,3,1,2,2	unsat	7.411	295379	152644	deferred	0.000
123	1,2,4,3,4	unsat	26.566	785089	399502	deferred	0.000
132	1,3,1,2,1	unsat	19.493	620826	316676	deferred	0.000
134	1,3,1,2,3	unsat	9.429	423573	215884	deferred	0.000
116	1,2,4,2,1	unsat	104.633	1795411	909828	deferred	0.000
138	1,3,1,3,3	unsat	0.008	1	1	passed	0.010
119	1,2,4,2,4	unsat	84.768	1697630	859504	deferred	0.000
135	1,3,1,2,4	unsat	21.309	664660	340911	deferred	0.000
140	1,3,1,4,1	unsat	28.791	832701	425217	deferred	0.000
141	1,3,1,4,2	unsat	26.957	762390	387608	deferred	0.000
143	1,3,1,4,4	unsat	8.766	338892	175902	deferred	0.000
144	1,3,2,1,1	unsat	0.007	1	1	passed	0.008
145	1,3,2,1,2	unsat	0.007	1	1	passed	0.008
146	1,3,2,1,3	unsat	0.007	1	1	passed	0.008
147	1,3,2,1,4	unsat	0.007	1	1	passed	0.008
142	1,3,1,4,3	unsat	14.996	547772	280549	deferred	0.000
136	1,3,1,3,1	unsat	65.121	1341515	682413	deferred	0.000
149	1,3,2,2,2	unsat	9.255	354580	184251	deferred	0.000
148	1,3,2,2,1	unsat	12.417	474704	242113	deferred	0.000
150	1,3,2,2,3	unsat	6.050	296473	153967	deferred	0.000
151	1,3,2,2,4	unsat	10.826	440652	224691	deferred	0.000
154	1,3,2,3,3	unsat	0.007	1	1	passed	0.008
137	1,3,1,3,2	unsat	87.913	1707121	869014	deferred	0.000
139	1,3,1,3,4	unsat	103.063	1828115	925186	deferred	0.000
156	1,3,2,4,1	unsat	34.877	923825	470704	deferred	0.000
158	1,3,2,4,3	unsat	19.435	626764	322097	deferred	0.000
152	1,3,2,3,1	unsat	87.429	1639516	832365	deferred	0.000
159	1,3,2,4,4	unsat	10.057	367432	189676	deferred	0.000
160	1,3,3,1,1	unsat	0.017	1	1	passed	0.018
161	1,3,3,1,2	unsat	0.014	1	1	passed	0.018
162	1,3,3,1,3	unsat	0.008	1	1	passed	0.009
163	1,3,3,1,4	unsat	0.018	1	1	passed	0.018
165	1,3,3,2,2	unsat	3.868	185944	96636	deferred	0.000
155	1,3,2,3,4	unsat	86.963	1692744	854807	deferred	0.000
164	1,3,3,2,1	unsat	9.242	354716	184640	deferred	0.000
168	1,3,3,3,1	unsat	3.494	157296	83074	deferred	0.000
157	1,3,2,4,2	unsat	59.667	1362259	689287	deferred	0.000
166	1,3,3,2,3	unsat	10.469	445912	229853	deferred	0.000
170	1,3,3,3,3	unsat	0.008	1	1	passed	0.009
167	1,3,3,2,4	unsat	8.382	480084	247549	deferred	0.000
171	1,3,3,3,4	unsat	4.452	218021	112245	deferred	0.000
169	1,3,3,3,2	unsat	7.509	309339	159920	deferred	0.000
175	1,3,3,4,4	unsat	3.274	167983	88868	deferred	0.000
176	1,3,4,1,1	unsat	0.008	1	1	passed	0.009
177	1,3,4,1,2	unsat	0.007	1	1	passed	0.009
178	1,3,4,1,3	unsat	0.007	1	1	passed	0.008
179	1,3,4,1,4	unsat	0.008	1	1	passed	0.008
173	1,3,3,4,2	unsat	11.725	645448	331422	deferred	0.000
172	1,3,3,4,1	unsat	18.519	563084	286549	deferred	0.000
181	1,3,4,2,2	unsat	4.253	282147	145997	deferred	0.000
174	1,3,3,4,3	unsat	21.221	668117	344040	deferred	0.000
153	1,3,2,3,2	unsat	123.992	2037151	1032569	deferred	0.000
180	1,3,4,2,1	unsat	17.747	566459	290318	deferred	0.000
186	1,3,4,3,3	unsat	0.008	1	1	passed	0.010
182	1,3,4,2,3	unsat	10.011	384504	199610	deferred	0.000
183	1,3,4,2,4	unsat	12.346	642815	329152	deferred	0.000
188	1,3,4,4,1	unsat	5.680	209478	109533	deferred	0.000
190	1,3,4,4,3	unsat	3.215	167507	88448	deferred	0.000
189	1,3,4,4,2	unsat	6.915	379428	194520	deferred	0.000
192	1,4,1,1,1	unsat	0.006	1	1	passed	0.007
193	1,4,1,1,2	unsat	0.006	1	1	passed	0.008
194	1,4,1,1,3	unsat	0.005	1	1	passed	0.007
195	1,4,1,1,4	unsat	0.007	1	1	passed	0.008
196	1,4,1,2,1	unsat	0.006	1	1	passed	0.010
197	1,4,1,2,2	unsat	0.006	1	1	passed	0.008
198	1,4,1,2,3	unsat	0.007	1	1	passed	0.010
199	1,4,1,2,4	unsat	0.006	1	1	passed	0.008
200	1,4,1,3,1	unsat	0.005	1	1	passed	0.008
201	1,4,1,3,2	unsat	0.005	1	1	passed	0.008
202	1,4,1,3,3	unsat	0.005	1	1	passed	0.008
203	1,4,1,3,4	unsat	0.006	1	1	passed	0.008
204	1,4,1,4,1	unsat	0.005	1	1	passed	0.008
205	1,4,1,4,2	unsat	0.005	1	1	passed	0.008
206	1,4,1,4,3	unsat	0.005	1	1	passed	0.008
207	1,4,1,4,4	unsat	0.005	1	1	passed	0.006
208	1,4,2,1,1	unsat	0.005	1	1	passed	0.006
209	1,4,2,1,2	unsat	0.005	1	1	passed	0.006
210	1,4,2,1,3	unsat	0.005	1	1	passed	0.006
211	1,4,2,1,4	unsat	0.005	1	1	passed	0.006
212	1,4,2,2,1	unsat	0.005	1	1	passed	0.008
213	1,4,2,2,2	unsat	0.005	1	1	passed	0.008
214	1,4,2,2,3	unsat	0.005	1	1	passed	0.008
215	1,4,2,2,4	unsat	0.005	1	1	passed	0.008
216	1,4,2,3,1	unsat	0.005	1	1	passed	0.008
217	1,4,2,3,2	unsat	0.005	1	1	passed	0.008
218	1,4,2,3,3	unsat	0.006	1	1	passed	0.008
219	1,4,2,3,4	unsat	0.005	1	1	passed	0.008
220	1,4,2,4,1	unsat	0.005	1	1	passed	0.008
221	1,4,2,4,2	unsat	0.005	1	1	passed	0.008
222	1,4,2,4,3	unsat	0.006	1	1	passed	0.008
223	1,4,2,4,4	unsat	0.005	1	1	passed	0.007
224	1,4,3,1,1	unsat	0.005	1	1	passed	0.006
225	1,4,3,1,2	unsat	0.005	1	1	passed	0.007
226	1,4,3,1,3	unsat	0.006	1	1	passed	0.007
227	1,4,3,1,4	unsat	0.006	1	1	passed	0.007
228	1,4,3,2,1	unsat	0.006	1	1	passed	0.008
229	1,4,3,2,2	unsat	0.005	1	1	passed	0.008
230	1,4,3,2,3	unsat	0.006	1	1	passed	0.008
231	1,4,3,2,4	unsat	0.005	1	1	passed	0.008
232	1,4,3,3,1	unsat	0.006	1	1	passed	0.009
233	1,4,3,3,2	unsat	0.006	1	1	passed	0.008
234	1,4,3,3,3	unsat	0.005	1	1	passed	0.008
235	1,4,3,3,4	unsat	0.005	1	1	passed	0.008
236	1,4,3,4,1	unsat	0.005	1	1	passed	0.008
237	1,4,3,4,2	unsat	0.005	1	1	passed	0.008
238	1,4,3,4,3	unsat	0.005	1	1	passed	0.008
239	1,4,3,4,4	unsat	0.005	1	1	passed	0.007
240	1,4,4,1,1	unsat	0.005	1	1	passed	0.006
241	1,4,4,1,2	unsat	0.005	1	1	passed	0.006
242	1,4,4,1,3	unsat	0.005	1	1	passed	0.006
243	1,4,4,1,4	unsat	0.005	1	1	passed	0.006
244	1,4,4,2,1	unsat	0.005	1	1	passed	0.009
245	1,4,4,2,2	unsat	0.007	1	1	passed	0.010
246	1,4,4,2,3	unsat	0.007	1	1	passed	0.011
247	1,4,4,2,4	unsat	0.008	1	1	passed	0.009
248	1,4,4,3,1	unsat	0.005	1	1	passed	0.008
249	1,4,4,3,2	unsat	0.005	1	1	passed	0.008
250	1,4,4,3,3	unsat	0.005	1	1	passed	0.008
251	1,4,4,3,4	unsat	0.005	1	1	passed	0.008
252	1,4,4,4,1	unsat	0.005	1	1	passed	0.008
253	1,4,4,4,2	unsat	0.005	1	1	passed	0.008
254	1,4,4,4,3	unsat	0.006	1	1	passed	0.008
255	1,4,4,4,4	unsat	0.005	1	1	passed	0.007
256	2,1,1,1,1	unsat	0.005	1	1	passed	0.006
257	2,1,1,1,2	unsat	0.005	1	1	passed	0.006
258	2,1,1,1,3	unsat	0.005	1	1	passed	0.006
259	2,1,1,1,4	unsat	0.005	1	1	passed	0.006
260	2,1,1,2,1	unsat	0.005	1	1	passed	0.006
261	2,1,1,2,2	unsat	0.005	1	1	passed	0.006
262	2,1,1,2,3	unsat	0.005	1	1	passed	0.006
263	2,1,1,2,4	unsat	0.005	1	1	passed	0.006
264	2,1,1,3,1	unsat	0.005	1	1	passed	0.006
265	2,1,1,3,2	unsat	0.005	1	1	passed	0.006
266	2,1,1,3,3	unsat	0.005	1	1	passed	0.006
267	2,1,1,3,4	unsat	0.005	1	1	passed	0.006
268	2,1,1,4,1	unsat	0.005	1	1	passed	0.006
269	2,1,1,4,2	unsat	0.005	1	1	passed	0.006
270	2,1,1,4,3	unsat	0.005	1	1	passed	0.006
271	2,1,1,4,4	unsat	0.005	1	1	passed	0.006
272	2,1,2,1,1	unsat	0.005	1	1	passed	0.006
273	2,1,2,1,2	unsat	0.005	1	1	passed	0.006
274	2,1,2,1,3	unsat	0.005	1	1	passed	0.006
275	2,1,2,1,4	unsat	0.005	1	1	passed	0.006
276	2,1,2,2,1	unsat	0.005	1	1	passed	0.006
277	2,1,2,2,2	unsat	0.005	1	1	passed	0.006
278	2,1,2,2,3	unsat	0.005	1	1	passed	0.006
279	2,1,2,2,4	unsat	0.005	1	1	passed	0.006
280	2,1,2,3,1	unsat	0.005	1	1	passed	0.006
281	2,1,2,3,2	unsat	0.005	1	1	passed	0.006
282	2,1,2,3,3	unsat	0.005	1	1	passed	0.006
283	2,1,2,3,4	unsat	0.005	1	1	passed	0.006
284	2,1,2,4,1	unsat	0.005	1	1	passed	0.006
285	2,1,2,4,2	unsat	0.005	1	1	passed	0.006
286	2,1,2,4,3	unsat	0.005	1	1	passed	0.006
287	2,1,2,4,4	unsat	0.005	1	1	passed	0.007
288	2,1,3,1,1	unsat	0.005	1	1	passed	0.006
289	2,1,3,1,2	unsat	0.005	1	1	passed	0.006
290	2,1,3,1,3	unsat	0.005	1	1	passed	0.006
291	2,1,3,1,4	unsat	0.005	1	1	passed	0.006
292	2,1,3,2,1	unsat	0.005	1	1	passed	0.006
293	2,1,3,2,2	unsat	0.005	1	1	passed	0.006
294	2,1,3,2,3	unsat	0.005	1	1	passed	0.006
295	2,1,3,2,4	unsat	0.005	1	1	passed	0.006
296	2,1,3,3,1	unsat	0.005	1	1	passed	0.006
297	2,1,3,3,2	unsat	0.005	1	1	passed	0.006
298	2,1,3,3,3	unsat	0.005	1	1	passed	0.006
299	2,1,3,3,4	unsat	0.005	1	1	passed	0.006
300	2,1,3,4,1	unsat	0.005	1	1	passed	0.006
301	2,1,3,4,2	unsat	0.005	1	1	passed	0.007
302	2,1,3,4,3	unsat	0.005	1	1	passed	0.007
303	2,1,3,4,4	unsat	0.005	1	1	passed	0.006
304	2,1,4,1,1	unsat	0.005	1	1	passed	0.006
305	2,1,4,1,2	unsat	0.005	1	1	passed	0.006
306	2,1,4,1,3	unsat	0.005	1	1	passed	0.006
307	2,1,4,1,4	unsat	0.005	1	1	passed	0.006
308	2,1,4,2,1	unsat	0.005	1	1	passed	0.006
309	2,1,4,2,2	unsat	0.005	1	1	passed	0.006
310	2,1,4,2,3	unsat	0.005	1	1	passed	0.006
311	2,1,4,2,4	unsat	0.005	1	1	passed	0.006
312	2,1,4,3,1	unsat	0.005	1	1	passed	0.006
313	2,1,4,3,2	unsat	0.006	1	1	passed	0.006
314	2,1,4,3,3	unsat	0.005	1	1	passed	0.006
315	2,1,4,3,4	unsat	0.005	1	1	passed	0.006
316	2,1,4,4,1	unsat	0.005	1	1	passed	0.006
317	2,1,4,4,2	unsat	0.005	1	1	passed	0.006
318	2,1,4,4,3	unsat	0.005	1	1	passed	0.006
319	2,1,4,4,4	unsat	0.005	1	1	passed	0.006
320	2,2,1,1,1	unsat	2.308	198177	103435	deferred	0.000
191	1,3,4,4,4	unsat	6.210	220641	114822	deferred	0.000
321	2,2,1,1,2	unsat	2.563	220117	114330	deferred	0.000
323	2,2,1,1,4	unsat	2.741	240980	123651	deferred	0.000
324	2,2,1,2,1	unsat	0.005	1	1	passed	0.006
325	2,2,1,2,2	unsat	0.005	1	1	passed	0.006
326	2,2,1,2,3	unsat	0.005	1	1	passed	0.006
327	2,2,1,2,4	unsat	0.005	1	1	passed	0.006
322	2,2,1,1,3	unsat	5.510	267085	137421	deferred	0.000
328	2,2,1,3,1	unsat	16.138	724642	370295	deferred	0.000
330	2,2,1,3,3	unsat	3.606	257143	133587	deferred	0.000
329	2,2,1,3,2	unsat	28.449	764052	388507	deferred	0.000
184	1,3,4,3,1	unsat	54.787	1119381	568097	deferred	0.000
185	1,3,4,3,2	unsat	73.314	1426331	725397	deferred	0.000
331	2,2,1,3,4	unsat	34.688	1021994	520829	deferred	0.000
335	2,2,1,4,4	unsat	4.763	221055	115186	deferred	0.000
332	2,2,1,4,1	unsat	30.394	763734	388578	deferred	0.000
336	2,2,2,1,1	unsat	2.112	117008	60738	deferred	0.000
334	2,2,1,4,3	unsat	13.734	706461	362863	deferred	0.000
187	1,3,4,3,4	unsat	87.370	1665908	843385	deferred	0.000
340	2,2,2,2,1	unsat	0.008	1	1	passed	0.009
341	2,2,2,2,2	unsat	0.008	1	1	passed	0.009
342	2,2,2,2,3	unsat	0.008	1	1	passed	0.009
343	2,2,2,2,4	unsat	0.008	1	1	passed	0.009
338	2,2,2,1,3	unsat	12.055	463605	239308	deferred	0.000
339	2,2,2,1,4	unsat	13.323	791213	405872	deferred	0.000
346	2,2,2,3,3	unsat	3.071	247265	129619	deferred	0.000
337	2,2,2,1,2	unsat	23.451	705031	361045	deferred	0.000
333	2,2,1,4,2	unsat	54.376	1249878	632406	deferred	0.000
347	2,2,2,3,4	unsat	13.084	705765	361842	deferred	0.000
344	2,2,2,3,1	unsat	32.286	942734	477690	deferred	0.000
351	2,2,2,4,4	unsat	3.616	186102	96581	deferred	0.000
352	2,2,3,1,1	unsat	5.662	258324	134504	deferred	0.000
345	2,2,2,3,2	unsat	38.271	1015621	514829	deferred	0.000
349	2,2,2,4,2	unsat	26.311	721725	367565	deferred	0.000
348	2,2,2,4,1	unsat	35.420	879394	448846	deferred	0.000
356	2,2,3,2,1	unsat	0.007	1	1	passed	0.008
357	2,2,3,2,2	unsat	0.008	1	1	passed	0.009
358	2,2,3,2,3	unsat	0.008	1	1	passed	0.008
359	2,2,3,2,4	unsat	0.008	1	1	passed	0.009
353	2,2,3,1,2	unsat	13.643	549297	281734	deferred	0.000
360	2,2,3,3,1	unsat	6.533	292877	150219	deferred	0.000
354	2,2,3,1,3	unsat	14.611	532044	273323	deferred	0.000
350	2,2,2,4,3	unsat	31.951	851268	432553	deferred	0.000
361	2,2,3,3,2	unsat	6.833	323554	167589	deferred	0.000
362	2,2,3,3,3	unsat	3.540	186039	96625	deferred	0.000
363	2,2,3,3,4	unsat	7.089	323178	167135	deferred	0.000
355	2,2,3,1,4	unsat	23.661	783639	397743	deferred	0.000
367	2,2,3,4,4	unsat	4.680	229905	118297	deferred	0.000
368	2,2,4,1,1	unsat	2.744	138753	73693	deferred	0.000
365	2,2,3,4,2	unsat	24.378	721845	367657	deferred	0.000
369	2,2,4,1,2	unsat	21.814	697176	353833	deferred	0.000
372	2,2,4,2,1	unsat	0.008	1	1	passed	0.009
373	2,2,4,2,2	unsat	0.008	1	1	passed	0.009
374	2,2,4,2,3	unsat	0.008	1	1	passed	0.009
375	2,2,4,2,4	unsat	0.008	1	1	passed	0.009
364	2,2,3,4,1	unsat	36.786	968053	491152	deferred	0.000
366	2,2,3,4,3	unsat	34.949	897212	455804	deferred	0.000
370	2,2,4,1,3	unsat	25.774	785490	399568	deferred	0.000
378	2,2,4,3,3	unsat	4.299	210178	110111	deferred	0.000
380	2,2,4,4,1	unsat	2.920	155538	81211	deferred	0.000
376	2,2,4,3,1	unsat	14.121	510502	261224	deferred	0.000
371	2,2,4,1,4	unsat	22.254	678254	344350	deferred	0.000
381	2,2,4,4,2	unsat	5.073	242274	124979	deferred	0.000
383	2,2,4,4,4	unsat	3.046	156946	82738	deferred	0.000
377	2,2,4,3,2	unsat	16.217	546044	278848	deferred	0.000
382	2,2,4,4,3	unsat	6.067	292408	149900	deferred	0.000
386	2,3,1,1,3	unsat	4.689	232075	120628	deferred	0.000
388	2,3,1,2,1	unsat	0.007	1	1	passed	0.008
389	2,3,1,2,2	unsat	0.007	1	1	passed	0.008
390	2,3,1,2,3	unsat	0.007	1	1	passed	0.009
391	2,3,1,2,4	unsat	0.007	1	1	passed	0.009
384	2,3,1,1,1	unsat	12.813	382261	197529	deferred	0.000
387	2,3,1,1,4	unsat	12.136	415868	215791	deferred	0.000
394	2,3,1,3,3	unsat	0.007	1	1	passed	0.008
379	2,2,4,3,4	unsat	30.695	896285	454709	deferred	0.000
385	2,3,1,1,2	unsat	19.346	568813	292604	deferred	0.000
396	2,3,1,4,1	unsat	47.547	1074232	548721	deferred	0.000
395	2,3,1,3,4	unsat	55.983	1459381	743026	deferred	0.000
397	2,3,1,4,2	unsat	61.566	1393860	705978	deferred	0.000
399	2,3,1,4,4	unsat	10.816	363774	186083	deferred	0.000
398	2,3,1,4,3	unsat	20.705	686210	352337	deferred	0.000
393	2,3,1,3,2	unsat	76.741	1855336	936155	deferred	0.000
400	2,3,2,1,1	unsat	7.271	270407	140690	deferred	0.000
404	2,3,2,2,1	unsat	0.008	1	1	passed	0.009
405	2,3,2,2,2	unsat	0.008	1	1	passed	0.010
406	2,3,2,2,3	unsat	0.008	1	1	passed	0.009
407	2,3,2,2,4	unsat	0.010	1	1	passed	0.013
402	2,3,2,1,3	unsat	23.642	724552	370810	deferred	0.000
403	2,3,2,1,4	unsat	23.824	626762	322448	deferred	0.000
392	2,3,1,3,1	unsat	105.109	1871148	952171	deferred	0.000
410	2,3,2,3,3	unsat	0.006	1	1	passed	0.006
401	2,3,2,1,2	unsat	37.948	943422	479218	deferred	0.000
412	2,3,2,4,1	unsat	26.949	1040921	527388	deferred	0.000
411	2,3,2,3,4	unsat	41.306	1390324	703122	deferred	0.000
415	2,3,2,4,4	unsat	5.724	350324	179989	deferred	0.000
416	2,3,3,1,1	unsat	1.463	135349	70356	deferred	0.000
414	2,3,2,4,3	unsat	28.328	788783	402835	deferred	0.000
413	2,3,2,4,2	unsat	48.598	1124334	573245	deferred	0.000
417	2,3,3,1,2	unsat	8.152	527031	268740	deferred	0.000
420	2,3,3,2,1	unsat	0.009	1	1	passed	0.008
421	2,3,3,2,2	unsat	0.005	1	1	passed	0.006
422	2,3,3,2,3	unsat	0.005	1	1	passed	0.007
423	2,3,3,2,4	unsat	0.006	1	1	passed	0.006
424	2,3,3,3,1	unsat	3.874	269806	139908	deferred	0.000
425	2,3,3,3,2	unsat	6.152	399820	207202	deferred	0.000
426	2,3,3,3,3	unsat	0.006	1	1	passed	0.007
419	2,3,3,1,4	unsat	10.744	415581	215496	deferred	0.000
418	2,3,3,1,3	unsat	13.364	508014	258387	deferred	0.000
427	2,3,3,3,4	unsat	8.502	366183	188835	deferred	0.000
428	2,3,3,4,1	unsat	28.192	750554	385843	deferred	0.000
430	2,3,3,4,3	unsat	21.997	645946	331870	deferred	0.000
431	2,3,3,4,4	unsat	5.319	220979	115215	deferred	0.000
429	2,3,3,4,2	unsat	33.296	881861	451513	deferred	0.000
432	2,3,4,1,1	unsat	10.202	311125	161685	deferred	0.000
434	2,3,4,1,3	unsat	17.015	562366	286051	deferred	0.000
